,binomial,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel
2613,Napaeozapus insignis,22.25,RODENTIA,DIPODIDAE,Napaeozapus,LC,Omnivore
2614,Nasalis larvatus,12265.65,PRIMATES,CERCOPITHECIDAE,Nasalis,EN,Herbivore
2615,Nasua narica,4578.43,CARNIVORA,PROCYONIDAE,Nasua,LC,Omnivore
2616,Nasua nasua,3775.5,CARNIVORA,PROCYONIDAE,Nasua,LC,Omnivore
2617,Nasuella olivacea,1339.99,CARNIVORA,PROCYONIDAE,Nasuella,NT,Omnivore
2618,Natalus espiritosantensis,5.99,CHIROPTERA,NATALIDAE,Natalus,NT,Insectivore
2619,Natalus jamaicensis,5.99,CHIROPTERA,NATALIDAE,Natalus,CR,Insectivore
2620,Natalus major,5.99,CHIROPTERA,NATALIDAE,Natalus,NT,Insectivore
2621,Natalus mexicanus,5.99,CHIROPTERA,NATALIDAE,Natalus,LC,Insectivore
2622,Natalus primus,5.99,CHIROPTERA,NATALIDAE,Natalus,VU,Insectivore
2623,Natalus stramineus,5.68,CHIROPTERA,NATALIDAE,Natalus,LC,Insectivore
2624,Natalus tumidirostris,6.3,CHIROPTERA,NATALIDAE,Natalus,LC,Insectivore
2625,Neacomys dubosti,17.95666667,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2626,Neacomys guianae,15.87,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2627,Neacomys minutus,17.95666667,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2628,Neacomys musseri,17.95666667,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2629,Neacomys paracou,17.95666667,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2630,Neacomys pictus,17.95666667,RODENTIA,CRICETIDAE,Neacomys,DD,Omnivore
2631,Neacomys spinosus,19,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2632,Neacomys tenuipes,19,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2633,Neamblysomus gunningi,61.185,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,EN,Insectivore
2634,Neamblysomus julianae,21.99,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,EN,Insectivore
2635,Necromys amoenus,27.09,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2636,Necromys benefactus,31,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2637,Necromys lactens,32.9,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2638,Necromys lasiurus,39.93,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2639,Necromys lenguarum,40.31,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2640,Necromys obscurus,40.69,RODENTIA,CRICETIDAE,Necromys,NT,Omnivore
2641,Necromys punctulatus,37.3,RODENTIA,CRICETIDAE,Necromys,DD,Omnivore
2642,Necromys temchuki,47.2,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2643,Necromys urichi,44.84,RODENTIA,CRICETIDAE,Necromys,LC,Herbivore
2644,Nectogale elegans,38.82,EULIPOTYPHLA,SORICIDAE,Nectogale,LC,Insectivore
2645,Nectomys apicalis,46.25861204,RODENTIA,CRICETIDAE,Nectomys,LC,Omnivore
2646,Nectomys palmipes,59.82092491,RODENTIA,CRICETIDAE,Nectomys,LC,Omnivore
2647,Nectomys rattus,248.8,RODENTIA,CRICETIDAE,Nectomys,LC,Herbivore
2648,Nectomys squamipes,184.98,RODENTIA,CRICETIDAE,Nectomys,LC,Insectivore
2649,Nelsonia goldmani,50,RODENTIA,CRICETIDAE,Nelsonia,EN,Herbivore
2650,Nelsonia neotomodon,80,RODENTIA,CRICETIDAE,Nelsonia,NT,Herbivore
2651,Neodon forresti,43.09423936,RODENTIA,CRICETIDAE,Neodon,DD,Herbivore
2652,Neodon irene,46.25861204,RODENTIA,CRICETIDAE,Neodon,LC,Herbivore
2653,Neodon juldaschi,37.76509979,RODENTIA,CRICETIDAE,Neodon,LC,Herbivore
2654,Neodon sikimensis,45.25900624,RODENTIA,CRICETIDAE,Neodon,LC,Herbivore
2655,Neofelis nebulosa,14945.05,CARNIVORA,FELIDAE,Neofelis,VU,Carnivore
2656,Neofiber alleni,265.38,RODENTIA,CRICETIDAE,Neofiber,LC,Herbivore
2657,Neohylomys hainanensis,52.21,EULIPOTYPHLA,ERINACEIDAE,Neohylomys,EN,Omnivore
2658,Neomys anomalus,13.19,EULIPOTYPHLA,SORICIDAE,Neomys,LC,Insectivore
2659,Neomys fodiens,15.26,EULIPOTYPHLA,SORICIDAE,Neomys,LC,Insectivore
2660,Neomys teres,12.854,EULIPOTYPHLA,SORICIDAE,Neomys,LC,Insectivore
2661,Neonycteris pusilla,22.96761263,CHIROPTERA,PHYLLOSTOMIDAE,Neonycteris,DD,Omnivore
2662,Neophascogale lorentzii,212,DASYUROMORPHIA,DASYURIDAE,Neophascogale,LC,Insectivore
2663,Neopteryx frosti,239.6283091,CHIROPTERA,PTEROPODIDAE,Neopteryx,EN,Herbivore
2664,Neotetracus sinensis,49.99,EULIPOTYPHLA,ERINACEIDAE,Neotetracus,LC,Omnivore
2665,Neotoma albigula,208.18,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2666,Neotoma angustapalata,198,RODENTIA,CRICETIDAE,Neotoma,EN,Herbivore
2667,Neotoma bryanti,182,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2668,Neotoma chrysomelas,68.73202892,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2669,Neotoma cinerea,285.89,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2670,Neotoma devia,200,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2671,Neotoma floridana,249.16,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2672,Neotoma fuscipes,213.26,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2673,Neotoma goldmani,198,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2674,Neotoma lepida,143.88,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2675,Neotoma leucodon,215,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2676,Neotoma macrotis,225.74,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2677,Neotoma magister,447,RODENTIA,CRICETIDAE,Neotoma,NT,Herbivore
2678,Neotoma mexicana,203,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2679,Neotoma micropus,255.14,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2680,Neotoma nelsoni,198,RODENTIA,CRICETIDAE,Neotoma,CR,Herbivore
2681,Neotoma palatina,198,RODENTIA,CRICETIDAE,Neotoma,VU,Herbivore
2682,Neotoma phenax,227.49,RODENTIA,CRICETIDAE,Neotoma,NT,Herbivore
2683,Neotoma stephensi,149.22,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2684,Neotomodon alstoni,44.64,RODENTIA,CRICETIDAE,Neotomodon,LC,Omnivore
2685,Neotomys ebriosus,64.5,RODENTIA,CRICETIDAE,Neotomys,LC,Herbivore
2686,Neovison vison,1100,CARNIVORA,MUSTELIDAE,Neovison,LC,Carnivore
2687,Nephelomys albigularis,61.9,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2688,Nephelomys auriventer,60.5005,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2689,Nephelomys caracolus,60.5,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2690,Nephelomys devius,46.25861204,RODENTIA,CRICETIDAE,Nephelomys,LC,Herbivore
2691,Nephelomys keaysi,58.295,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2692,Nephelomys levipes,60.5005,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2693,Nephelomys meridensis,46.25861204,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2694,Nesokia bunnii,63.85388804,RODENTIA,MURIDAE,Nesokia,EN,Herbivore
2695,Nesokia indica,178.08,RODENTIA,MURIDAE,Nesokia,LC,Herbivore
2696,Nesolagus netscheri,1511.67,LAGOMORPHA,LEPORIDAE,Nesolagus,VU,Herbivore
2697,Nesolagus timminsi,1511.67,LAGOMORPHA,LEPORIDAE,Nesolagus,DD,Herbivore
2698,Nesomys audeberti,214.04,RODENTIA,NESOMYIDAE,Nesomys,LC,Omnivore
2699,Nesomys lambertoni,155,RODENTIA,NESOMYIDAE,Nesomys,EN,Omnivore
2700,Nesomys rufus,163.96,RODENTIA,NESOMYIDAE,Nesomys,LC,Omnivore
2701,Nesoromys ceramicus,63.85388804,RODENTIA,MURIDAE,Nesoromys,EN,Omnivore
2702,Nesoryzomys fernandinae,32.3,RODENTIA,CRICETIDAE,Nesoryzomys,VU,Omnivore
2703,Nesoryzomys narboroughi,68.65,RODENTIA,CRICETIDAE,Nesoryzomys,VU,Omnivore
2704,Nesoryzomys swarthi,105,RODENTIA,CRICETIDAE,Nesoryzomys,VU,Omnivore
2705,Neurotrichus gibbsii,9.56,EULIPOTYPHLA,TALPIDAE,Neurotrichus,LC,Omnivore
2706,Neusticomys ferreirai,42.72,RODENTIA,CRICETIDAE,Neusticomys,DD,Insectivore
2707,Neusticomys monticolus,39.5,RODENTIA,CRICETIDAE,Neusticomys,LC,Insectivore
2708,Neusticomys mussoi,40,RODENTIA,CRICETIDAE,Neusticomys,EN,Insectivore
2709,Neusticomys oyapocki,47,RODENTIA,CRICETIDAE,Neusticomys,DD,Insectivore
2710,Neusticomys peruviensis,40,RODENTIA,CRICETIDAE,Neusticomys,LC,Insectivore
2711,Neusticomys venezuelae,47.1,RODENTIA,CRICETIDAE,Neusticomys,VU,Insectivore
2712,Ningaui ridei,9.42,DASYUROMORPHIA,DASYURIDAE,Ningaui,LC,Omnivore
2713,Ningaui timealeyi,6.37,DASYUROMORPHIA,DASYURIDAE,Ningaui,LC,Omnivore
2714,Ningaui yvonneae,11,DASYUROMORPHIA,DASYURIDAE,Ningaui,LC,Insectivore
2715,Niviventer andersoni,147,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2716,Niviventer brahma,97.3,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2717,Niviventer cameroni,89,RODENTIA,MURIDAE,Niviventer,VU,Omnivore
2718,Niviventer confucianus,65,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2719,Niviventer coninga,80.65,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2720,Niviventer cremoriventer,71.54,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2721,Niviventer culturatus,81.17,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2722,Niviventer eha,53.6,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2723,Niviventer excelsior,102,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2724,Niviventer fraternus,89,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2725,Niviventer fulvescens,81.79,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2726,Niviventer hinpoon,87.21125,RODENTIA,MURIDAE,Niviventer,EN,Omnivore
2727,Niviventer langbianis,69.8,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2728,Niviventer lepturus,84.8,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2729,Niviventer niviventer,100,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2730,Niviventer rapit,79.73,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2731,Niviventer tenaster,103,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
2732,Noctilio albiventris,31.46,CHIROPTERA,NOCTILIONIDAE,Noctilio,LC,Insectivore
2733,Noctilio leporinus,29.93,CHIROPTERA,NOCTILIONIDAE,Noctilio,LC,Insectivore
2734,Nomascus gabriellae,8500,PRIMATES,HYLOBATIDAE,Nomascus,EN,Herbivore
2735,Nomascus leucogenys,7320,PRIMATES,HYLOBATIDAE,Nomascus,CR,Herbivore
2736,Nomascus siki,5600,PRIMATES,HYLOBATIDAE,Nomascus,EN,Herbivore
2737,Notiomys edwardsii,21.3,RODENTIA,CRICETIDAE,Notiomys,LC,Insectivore
2738,Notiosorex cockrumi,5.035,EULIPOTYPHLA,SORICIDAE,Notiosorex,LC,Insectivore
2739,Notiosorex crawfordi,4.79,EULIPOTYPHLA,SORICIDAE,Notiosorex,LC,Insectivore
2740,Notiosorex evotis,5.28,EULIPOTYPHLA,SORICIDAE,Notiosorex,LC,Insectivore
2741,Notiosorex villai,5.035,EULIPOTYPHLA,SORICIDAE,Notiosorex,VU,Insectivore
2742,Notomys alexis,32.34,RODENTIA,MURIDAE,Notomys,LC,Herbivore
2743,Notomys fuscus,39.28,RODENTIA,MURIDAE,Notomys,VU,Herbivore
2744,Notomys mitchellii,42.8,RODENTIA,MURIDAE,Notomys,LC,Herbivore
2745,Notopteris macdonaldi,68.17,CHIROPTERA,PTEROPODIDAE,Notopteris,VU,Herbivore
2746,Notopteris neocaledonica,68.17,CHIROPTERA,PTEROPODIDAE,Notopteris,VU,Herbivore
2747,Notoryctes caurinus,40,NOTORYCTEMORPHIA,NOTORYCTIDAE,Notoryctes,LC,Omnivore
2748,Nyctalus aviator,28.97666667,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,NT,Insectivore
2749,Nyctalus furvus,28.97666667,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,VU,Insectivore
2750,Nyctalus lasiopterus,45.98,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,VU,Insectivore
2751,Nyctalus leisleri,12.47,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,LC,Insectivore
2752,Nyctalus montanus,28.97666667,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,LC,Insectivore
2753,Nyctalus noctula,28.48,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,LC,Carnivore
2754,Nyctalus plancyi,28.97666667,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,LC,Insectivore
2755,Nyctereutes procyonoides,4214.99,CARNIVORA,CANIDAE,Nyctereutes,LC,Omnivore
2756,Nycteris arge,10.79,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Insectivore
2757,Nycteris aurita,13.07636364,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Insectivore
2758,Nycteris gambiensis,7.13,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Insectivore
2759,Nycteris grandis,29.8,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Carnivore
2760,Nycteris hispida,7.98,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Insectivore
2761,Nycteris intermedia,13.07636364,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Insectivore
2762,Nycteris javanica,17.78,CHIROPTERA,NYCTERIDAE,Nycteris,VU,Insectivore
2763,Nycteris macrotis,14.49,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Insectivore
2764,Nycteris madagascariensis,17.69,CHIROPTERA,NYCTERIDAE,Nycteris,DD,Insectivore
2765,Nycteris major,13.07636364,CHIROPTERA,NYCTERIDAE,Nycteris,DD,Insectivore
2766,Nycteris nana,6.98,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Insectivore
2767,Nycteris parisii,13.07636364,CHIROPTERA,NYCTERIDAE,Nycteris,DD,Insectivore
2768,Nycteris thebaica,9.2,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Insectivore
2769,Nycteris tragata,14.4,CHIROPTERA,NYCTERIDAE,Nycteris,NT,Insectivore
2770,Nycteris vinsoni,13.07636364,CHIROPTERA,NYCTERIDAE,Nycteris,DD,Insectivore
2771,Nycteris woodi,7.6,CHIROPTERA,NYCTERIDAE,Nycteris,LC,Insectivore
2772,Nycticebus bengalensis,1137.36,PRIMATES,LORISIDAE,Nycticebus,VU,Herbivore
2773,Nycticebus coucang,924.55,PRIMATES,LORISIDAE,Nycticebus,VU,Omnivore
2774,Nycticebus javanicus,626,PRIMATES,LORISIDAE,Nycticebus,CR,Omnivore
2775,Nycticebus menagensis,282,PRIMATES,LORISIDAE,Nycticebus,VU,Omnivore
2776,Nycticebus pygmaeus,342.32,PRIMATES,LORISIDAE,Nycticebus,VU,Omnivore
2777,Nycticeinops schlieffeni,5.05,CHIROPTERA,VESPERTILIONIDAE,Nycticeinops,LC,Insectivore
2778,Nycticeius humeralis,9.12,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,LC,Insectivore
2779,Nyctiellus lepidus,5.516,CHIROPTERA,NATALIDAE,Nyctiellus,LC,Insectivore
2780,Nyctimene aello,85.26,CHIROPTERA,PTEROPODIDAE,Nyctimene,LC,Herbivore
2781,Nyctimene albiventer,29.95,CHIROPTERA,PTEROPODIDAE,Nyctimene,LC,Herbivore
2782,Nyctimene cephalotes,44.92,CHIROPTERA,PTEROPODIDAE,Nyctimene,LC,Herbivore
2783,Nyctimene certans,43.24,CHIROPTERA,PTEROPODIDAE,Nyctimene,LC,Herbivore
2784,Nyctimene cyclotis,48.83,CHIROPTERA,PTEROPODIDAE,Nyctimene,DD,Herbivore
2785,Nyctimene draconilla,30.15,CHIROPTERA,PTEROPODIDAE,Nyctimene,DD,Herbivore
2786,Nyctimene keasti,56.67,CHIROPTERA,PTEROPODIDAE,Nyctimene,VU,Herbivore
2787,Nyctimene major,107.06,CHIROPTERA,PTEROPODIDAE,Nyctimene,LC,Herbivore
2788,Nyctimene malaitensis,78.39,CHIROPTERA,PTEROPODIDAE,Nyctimene,LC,Herbivore
2789,Nyctimene masalai,53.2,CHIROPTERA,PTEROPODIDAE,Nyctimene,DD,Herbivore
2790,Nyctimene minutus,56.67,CHIROPTERA,PTEROPODIDAE,Nyctimene,VU,Herbivore
2791,Nyctimene rabori,68.25,CHIROPTERA,PTEROPODIDAE,Nyctimene,EN,Herbivore
2792,Nyctimene robinsoni,48.83,CHIROPTERA,PTEROPODIDAE,Nyctimene,LC,Herbivore
2793,Nyctimene sanctacrucis,56.67,CHIROPTERA,PTEROPODIDAE,Nyctimene,DD,Herbivore
2794,Nyctimene vizcaccia,41.96,CHIROPTERA,PTEROPODIDAE,Nyctimene,LC,Herbivore
2795,Nyctinomops aurispinosus,18.43,CHIROPTERA,MOLOSSIDAE,Nyctinomops,LC,Insectivore
2796,Nyctinomops femorosaccus,15.04,CHIROPTERA,MOLOSSIDAE,Nyctinomops,LC,Insectivore
2797,Nyctinomops laticaudatus,13.12,CHIROPTERA,MOLOSSIDAE,Nyctinomops,LC,Insectivore
2798,Nyctinomops macrotis,16.38,CHIROPTERA,MOLOSSIDAE,Nyctinomops,LC,Insectivore
2799,Nyctomys sumichrasti,59.99,RODENTIA,CRICETIDAE,Nyctomys,LC,Herbivore
2800,Nyctophilus arnhemensis,6.83,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,LC,Insectivore
2801,Nyctophilus bifax,9.89,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,LC,Insectivore
2802,Nyctophilus geoffroyi,8.465,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,LC,Insectivore
2803,Nyctophilus gouldi,11.32,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,LC,Insectivore
2804,Nyctophilus heran,8.465,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,DD,Insectivore
2805,Nyctophilus microdon,8.465,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,DD,Insectivore
2806,Nyctophilus microtis,7.29,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,LC,Insectivore
2807,Nyctophilus nebulosus,8.465,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,CR,Insectivore
2808,Nyctophilus sherrini,8.465,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,DD,Insectivore
2809,Nyctophilus walkeri,4.44,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,LC,Insectivore
2810,Ochotona alpina,150,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2811,Ochotona argentata,140.5955,LAGOMORPHA,OCHOTONIDAE,Ochotona,EN,Herbivore
2812,Ochotona cansus,68.75,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2813,Ochotona collaris,129,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2814,Ochotona curzoniae,159.47,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2815,Ochotona dauurica,131.01,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2816,Ochotona erythrotis,181,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2817,Ochotona forresti,125,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2818,Ochotona gloveri,181,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2819,Ochotona hoffmanni,157.3771923,LAGOMORPHA,OCHOTONIDAE,Ochotona,EN,Herbivore
2820,Ochotona hyperborea,120,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2821,Ochotona koslowi,188.6965,LAGOMORPHA,OCHOTONIDAE,Ochotona,EN,Herbivore
2822,Ochotona ladacensis,131.475,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2823,Ochotona macrotis,204.75,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2824,Ochotona nubrica,235,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2825,Ochotona princeps,157.63,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2826,Ochotona pusilla,142.5,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2827,Ochotona roylei,260,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2828,Ochotona rufescens,250,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2829,Ochotona rutila,250,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2830,Ochotona thibetana,83.1,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2831,Ochotona thomasi,97.5,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2832,Ochotona turuchanensis,120,LAGOMORPHA,OCHOTONIDAE,Ochotona,LC,Herbivore
2833,Ochrotomys nuttalli,22.81,RODENTIA,CRICETIDAE,Ochrotomys,LC,Herbivore
2834,Octodon bridgesi,162.25,RODENTIA,OCTODONTIDAE,Octodon,VU,Herbivore
2835,Octodon degus,203.27,RODENTIA,OCTODONTIDAE,Octodon,LC,Herbivore
2836,Octodon lunatus,200.55,RODENTIA,OCTODONTIDAE,Octodon,NT,Herbivore
2837,Octodon pacificus,180.46,RODENTIA,OCTODONTIDAE,Octodon,CR,Herbivore
2838,Octodontomys gliroides,155.77,RODENTIA,OCTODONTIDAE,Octodontomys,LC,Herbivore
2839,Octomys mimax,124.43,RODENTIA,OCTODONTIDAE,Octomys,LC,Herbivore
2840,Oecomys auyantepui,46.25861204,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2841,Oecomys bicolor,40.74,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2842,Oecomys catherinae,46.25861204,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2843,Oecomys cleberi,73.4,RODENTIA,CRICETIDAE,Oecomys,DD,Omnivore
2844,Oecomys concolor,46.33,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2845,Oecomys flavicans,73.4,RODENTIA,CRICETIDAE,Oecomys,LC,Herbivore
2846,Oecomys mamorae,62.5,RODENTIA,CRICETIDAE,Oecomys,LC,Herbivore
2847,Oecomys paricola,73.4,RODENTIA,CRICETIDAE,Oecomys,DD,Omnivore
2848,Oecomys phaeotis,73.4,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2849,Oecomys rex,73.4,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2850,Oecomys roberti,73.4,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2851,Oecomys rutilus,73.4,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2852,Oecomys speciosus,73.4,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2853,Oecomys superans,73.4,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2854,Oecomys trinitatis,73.4,RODENTIA,CRICETIDAE,Oecomys,LC,Omnivore
2855,Oenomys hypoxanthus,89.84,RODENTIA,MURIDAE,Oenomys,LC,Omnivore
2856,Oenomys ornatus,85.5,RODENTIA,MURIDAE,Oenomys,LC,Omnivore
2857,Olallamys albicauda,273.5,RODENTIA,ECHIMYIDAE,Olallamys,DD,Herbivore
2858,Olallamys edax,206.4,RODENTIA,ECHIMYIDAE,Olallamys,DD,Herbivore
2859,Oligoryzomys andinus,25.2,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2860,Oligoryzomys arenalis,25.2,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2861,Oligoryzomys brendae,26.55990747,RODENTIA,CRICETIDAE,Oligoryzomys,DD,Omnivore
2862,Oligoryzomys chacoensis,23,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2863,Oligoryzomys delticola,29.39,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2864,Oligoryzomys destructor,25.2,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2865,Oligoryzomys eliurus,34.58,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2866,Oligoryzomys flavescens,21.3,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Herbivore
2867,Oligoryzomys fornesi,22.5,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2868,Oligoryzomys fulvescens,25,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2869,Oligoryzomys griseolus,25.2,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2870,Oligoryzomys longicaudatus,27.54,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2871,Oligoryzomys magellanicus,25.2,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2872,Oligoryzomys microtis,22.5,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2873,Oligoryzomys moojeni,26.55990747,RODENTIA,CRICETIDAE,Oligoryzomys,DD,Omnivore
2874,Oligoryzomys nigripes,20.33,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Herbivore
2875,Oligoryzomys rupestris,26.55990747,RODENTIA,CRICETIDAE,Oligoryzomys,DD,Omnivore
2876,Oligoryzomys stramineus,26.55990747,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2877,Oligoryzomys vegetus,46.25861204,RODENTIA,CRICETIDAE,Oligoryzomys,LC,Omnivore
2878,Ondatra zibethicus,991.31,RODENTIA,CRICETIDAE,Ondatra,LC,Herbivore
2879,Onychogalea unguifera,6494.73,DIPROTODONTIA,MACROPODIDAE,Onychogalea,LC,Herbivore
2880,Onychomys arenicola,30,RODENTIA,CRICETIDAE,Onychomys,LC,Carnivore
2881,Onychomys leucogaster,27.92,RODENTIA,CRICETIDAE,Onychomys,LC,Carnivore
2882,Onychomys torridus,21.68,RODENTIA,CRICETIDAE,Onychomys,LC,Insectivore
2883,Oreoryzomys balneator,60.64641072,RODENTIA,CRICETIDAE,Oreoryzomys,DD,Omnivore
2884,Orthogeomys cavator,650,RODENTIA,GEOMYIDAE,Orthogeomys,LC,Herbivore
2885,Orthogeomys cuniculus,499.99,RODENTIA,GEOMYIDAE,Orthogeomys,DD,Herbivore
2886,Orthogeomys grandis,499.99,RODENTIA,GEOMYIDAE,Orthogeomys,LC,Herbivore
2887,Orthogeomys heterodus,615,RODENTIA,GEOMYIDAE,Orthogeomys,LC,Herbivore
