,binomial,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel,Range_km_2
246,Artibeus concolor,19.65,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Herbivore,3770263.66707647
247,Artibeus fimbriatus,63.89,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore,68419.3024588853
248,Artibeus fraterculus,29.86285714,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore,33191.9728175828
249,Artibeus hirsutus,40.42,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore,111944.625304583
250,Artibeus inopinatus,29.86285714,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,DD,Omnivore,18161.6455039604
251,Artibeus jamaicensis,43.63,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore,472202.78310297
252,Artibeus lituratus,59.3,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore,6465232.66759087
253,Artibeus obscurus,35.91,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore,6606298.55206559
254,Artibeus planirostris,29.86285714,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore,4274249.32981137
255,Arvicanthis abyssinicus,73.34,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore,184434.641410908
256,Arvicanthis ansorgei,110.0,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore,194767.991439024
257,Arvicanthis blicki,128.0,RODENTIA,MURIDAE,Arvicanthis,NT,Herbivore,469.6977285507
258,Arvicanthis nairobae,104.0,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore,83293.0638629908
259,Arvicanthis neumanni,85.0,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore,860486.238704882
260,Arvicanthis niloticus,95.8,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore,4908497.82926433
261,Arvicanthis rufinus,63.85388804,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore,172692.198197141
262,Arvicola amphibius,120.0,RODENTIA,CRICETIDAE,Arvicola,LC,Omnivore,3847294.09455878
263,Arvicola sapidus,219.99,RODENTIA,CRICETIDAE,Arvicola,VU,Herbivore,1095.9613666183
264,Arvicola scherman,46.25861204,RODENTIA,CRICETIDAE,Arvicola,LC,Herbivore,51823.3160500939
265,Asellia patrizii,12.94,CHIROPTERA,HIPPOSIDERIDAE,Asellia,LC,Carnivore,9237.3886614971
266,Asellia tridens,12.94,CHIROPTERA,HIPPOSIDERIDAE,Asellia,LC,Carnivore,14973024.1907392
267,Aselliscus stoliczkanus,6.09,CHIROPTERA,HIPPOSIDERIDAE,Aselliscus,LC,Carnivore,420849.164781427
268,Aselliscus tricuspidatus,4.08,CHIROPTERA,HIPPOSIDERIDAE,Aselliscus,LC,Carnivore,87676.909329464
269,Atelerix albiventris,293.44,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore,4098582.37933341
270,Atelerix algirus,903.98,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore,366833.925998097
271,Atelerix frontalis,329.12,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore,830582.149987154
272,Atelerix sclateri,599.998,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore,35697.0273698532
273,Ateles belzebuth,6692.42,PRIMATES,ATELIDAE,Ateles,EN,Herbivore,758718.397518897
274,Ateles chamek,7053.92,PRIMATES,ATELIDAE,Ateles,EN,Herbivore,1424436.64478476
275,Ateles fusciceps,9067.94,PRIMATES,ATELIDAE,Ateles,CR,Herbivore,136055.775370186
276,Ateles geoffroyi,7582.4,PRIMATES,ATELIDAE,Ateles,EN,Herbivore,420066.335233843
277,Ateles hybridus,8500.0,PRIMATES,ATELIDAE,Ateles,CR,Herbivore,80631.4434012035
278,Ateles marginatus,6229.28,PRIMATES,ATELIDAE,Ateles,EN,Herbivore,340061.155470707
279,Ateles paniscus,8697.25,PRIMATES,ATELIDAE,Ateles,VU,Herbivore,841854.895472371
280,Atelocynus microtis,8363.22,CARNIVORA,CANIDAE,Atelocynus,NT,Omnivore,2539968.75009267
281,Atherurus africanus,2875.65,RODENTIA,HYSTRICIDAE,Atherurus,LC,Omnivore,1504441.82454789
282,Atherurus macrourus,2000.0,RODENTIA,HYSTRICIDAE,Atherurus,LC,Omnivore,899001.45244604
283,Atilax paludinosus,3600.16,CARNIVORA,HERPESTIDAE,Atilax,LC,Omnivore,424137.048881282
284,Atlantoxerus getulus,250.57,RODENTIA,SCIURIDAE,Atlantoxerus,LC,Herbivore,50414.2228644418
285,Auliscomys boliviensis,70.91,RODENTIA,CRICETIDAE,Auliscomys,LC,Herbivore,152338.629959944
286,Auliscomys pictus,48.97,RODENTIA,CRICETIDAE,Auliscomys,LC,Herbivore,269293.364369068
287,Auliscomys sublimis,38.0,RODENTIA,CRICETIDAE,Auliscomys,LC,Herbivore,354465.219146262
288,Avahi betsileo,1000.0,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore,156.5659095169
289,Avahi cleesei,5500.0,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore,313.1318190338
290,Avahi laniger,1092.28,PRIMATES,INDRIIDAE,Avahi,VU,Herbivore,26929.3364369068
291,Avahi meridionalis,1150.0,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore,1095.9613666183
292,Avahi occidentalis,828.98,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore,1565.659095169
293,Avahi peyrierasi,1000.0,PRIMATES,INDRIIDAE,Avahi,VU,Herbivore,3287.8840998549
294,Avahi ramanantsoavanai,1628.751429,PRIMATES,INDRIIDAE,Avahi,VU,Herbivore,2818.1863713042
295,Avahi unicolor,830.0,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore,469.6977285507
296,Axis axis,69499.99,CETARTIODACTYLA,CERVIDAE,Axis,LC,Herbivore,499445.251358911
297,Axis calamianensis,39812.6,CETARTIODACTYLA,CERVIDAE,Axis,EN,Herbivore,156.5659095169
298,Axis porcinus,37448.29,CETARTIODACTYLA,CERVIDAE,Axis,EN,Herbivore,7202.0318377774
299,Babyrousa babyrussa,92950.09,CETARTIODACTYLA,SUIDAE,Babyrousa,VU,Herbivore,8767.6909329464
300,Babyrousa celebensis,80000.0,CETARTIODACTYLA,SUIDAE,Babyrousa,VU,Herbivore,87363.7775104302
301,Baiomys musculus,8.99,RODENTIA,CRICETIDAE,Baiomys,LC,Omnivore,320960.114509645
302,Baiomys taylori,7.43,RODENTIA,CRICETIDAE,Baiomys,LC,Herbivore,244869.082484432
303,Baiyankamys habbema,141.0605074,RODENTIA,MURIDAE,Baiyankamys,DD,Carnivore,626.2636380676
304,Baiyankamys shawmayeri,141.0605074,RODENTIA,MURIDAE,Baiyankamys,LC,Carnivore,52606.1455976784
305,Balantiopteryx infusca,5.27,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,VU,Carnivore,1095.9613666183
306,Balantiopteryx io,3.97,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,VU,Carnivore,39454.6091982588
307,Balantiopteryx plicata,6.57,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,LC,Carnivore,215747.823314288
308,Balionycteris maculata,14.43,CHIROPTERA,PTEROPODIDAE,Balionycteris,LC,Herbivore,385308.703321091
309,Bandicota bengalensis,226.99,RODENTIA,MURIDAE,Bandicota,LC,Omnivore,3727677.73968787
310,Bandicota indica,583.09,RODENTIA,MURIDAE,Bandicota,LC,Omnivore,3341116.50909065
311,Bandicota savilei,260.63,RODENTIA,MURIDAE,Bandicota,LC,Omnivore,477056.326297994
312,Barbastella barbastellus,8.31,CHIROPTERA,VESPERTILIONIDAE,Barbastella,NT,Carnivore,1127587.68034071
313,Barbastella leucomelas,15.05,CHIROPTERA,VESPERTILIONIDAE,Barbastella,LC,Carnivore,1236870.68518351
314,Bassaricyon alleni,1235.0,CARNIVORA,PROCYONIDAE,Bassaricyon,LC,Omnivore,3234025.42698109
315,Bassaricyon gabbii,1250.0,CARNIVORA,PROCYONIDAE,Bassaricyon,LC,Omnivore,54015.2387833305
316,Bassariscus astutus,1010.37,CARNIVORA,PROCYONIDAE,Bassariscus,LC,Omnivore,1992457.76451207
317,Bassariscus sumichrasti,906.0,CARNIVORA,PROCYONIDAE,Bassariscus,LC,Omnivore,328788.40998549
318,Bathyergus janetta,388.69,RODENTIA,BATHYERGIDAE,Bathyergus,LC,Herbivore,3131.318190338
319,Bathyergus suillus,777.38,RODENTIA,BATHYERGIDAE,Bathyergus,LC,Herbivore,16439.4204992745
320,Batomys dentatus,177.645,RODENTIA,MURIDAE,Batomys,DD,Herbivore,156.5659095169
321,Batomys granti,169.53,RODENTIA,MURIDAE,Batomys,LC,Herbivore,4227.2795569563
322,Batomys russatus,177.645,RODENTIA,MURIDAE,Batomys,EN,Herbivore,782.8295475845
323,Batomys salomonseni,185.76,RODENTIA,MURIDAE,Batomys,LC,Herbivore,7202.0318377774
324,Bauerus dubiaquercus,22.22,CHIROPTERA,VESPERTILIONIDAE,Bauerus,NT,Carnivore,64348.5888114459
325,Bdeogale crassicauda,1722.13,CARNIVORA,HERPESTIDAE,Bdeogale,LC,Carnivore,701258.708726195
326,Bdeogale jacksoni,2500.0,CARNIVORA,HERPESTIDAE,Bdeogale,NT,Carnivore,8767.6909329464
327,Bdeogale nigripes,2623.01,CARNIVORA,HERPESTIDAE,Bdeogale,LC,Carnivore,618591.908501272
328,Beamys hindei,75.8,RODENTIA,NESOMYIDAE,Beamys,LC,Omnivore,10959.613666183
329,Belomys pearsonii,590.0703713,RODENTIA,SCIURIDAE,Belomys,DD,Herbivore,240954.934746509
330,Berylmys berdmorei,235.0,RODENTIA,MURIDAE,Berylmys,LC,Omnivore,162985.111807093
331,Berylmys bowersi,358.68,RODENTIA,MURIDAE,Berylmys,LC,Omnivore,1668836.02954064
332,Berylmys mackenziei,296.84,RODENTIA,MURIDAE,Berylmys,DD,Omnivore,13464.6682184534
333,Berylmys manipulus,296.84,RODENTIA,MURIDAE,Berylmys,DD,Omnivore,156879.041335934
334,Bibimys chacoensis,28.0,RODENTIA,CRICETIDAE,Bibimys,LC,Herbivore,156.5659095169
335,Bibimys labiosus,29.0,RODENTIA,CRICETIDAE,Bibimys,LC,Herbivore,99106.2207241977
336,Bibimys torresi,28.0,RODENTIA,CRICETIDAE,Bibimys,NT,Herbivore,12525.272761352
337,Biswamoyopterus biswasi,1613.299,RODENTIA,SCIURIDAE,Biswamoyopterus,CR,Herbivore,3914.1477379225
338,Blanfordimys afghanus,60.64641072,RODENTIA,CRICETIDAE,Blanfordimys,LC,Herbivore,86737.5138723626
339,Blanfordimys bucharensis,60.64641072,RODENTIA,CRICETIDAE,Blanfordimys,LC,Herbivore,116328.470771057
340,Blarina brevicauda,18.56,EULIPOTYPHLA,SORICIDAE,Blarina,LC,Carnivore,1862508.05961304
341,Blarina carolinensis,11.91,EULIPOTYPHLA,SORICIDAE,Blarina,LC,Carnivore,375914.748750077
342,Blarina hylophaga,14.49,EULIPOTYPHLA,SORICIDAE,Blarina,LC,Carnivore,378263.23739283
343,Blarinella griselda,8.0,EULIPOTYPHLA,SORICIDAE,Blarinella,LC,Omnivore,113979.982128303
344,Blarinella quadraticauda,12.5,EULIPOTYPHLA,SORICIDAE,Blarinella,NT,Omnivore,9707.0863900478
345,Blarinella wardi,14.22361675,EULIPOTYPHLA,SORICIDAE,Blarinella,LC,Omnivore,50883.9205929925
346,Blarinomys breviceps,36.79,RODENTIA,CRICETIDAE,Blarinomys,LC,Carnivore,129949.704899027
347,Blastocerus dichotomus,112518.5,CETARTIODACTYLA,CERVIDAE,Blastocerus,VU,Herbivore,29277.8250796603
348,Brachiones przewalskii,27.0,RODENTIA,MURIDAE,Brachiones,LC,Omnivore,7045.4659282605
349,Brachylagus idahoensis,431.19,LAGOMORPHA,LEPORIDAE,Brachylagus,LC,Herbivore,31782.8796319307
350,Brachyphylla cavernarum,45.5,CHIROPTERA,PHYLLOSTOMIDAE,Brachyphylla,LC,Omnivore,4070.7136474394
351,Brachyphylla nana,37.25,CHIROPTERA,PHYLLOSTOMIDAE,Brachyphylla,LC,Omnivore,194298.293710473
352,Brachytarsomys albicauda,200.0,RODENTIA,NESOMYIDAE,Brachytarsomys,LC,Omnivore,28338.4296225589
353,Brachytarsomys villosa,219.99,RODENTIA,NESOMYIDAE,Brachytarsomys,VU,Omnivore,4383.8454664732
354,Brachyuromys betsileoensis,93.58,RODENTIA,NESOMYIDAE,Brachyuromys,LC,Omnivore,27712.1659844913
355,Brachyuromys ramirohitra,92.31,RODENTIA,NESOMYIDAE,Brachyuromys,LC,Omnivore,26459.6387083561
356,Bradypus pygmaeus,2900.0,PILOSA,BRADYPODIDAE,Bradypus,CR,Herbivore,3.41296742871094
357,Bradypus torquatus,4468.42,PILOSA,BRADYPODIDAE,Bradypus,VU,Herbivore,33505.1046366166
358,Bradypus tridactylus,4375.8,PILOSA,BRADYPODIDAE,Bradypus,LC,Herbivore,832774.072720391
359,Bradypus variegatus,4136.36,PILOSA,BRADYPODIDAE,Bradypus,LC,Herbivore,4533522.47597136
360,Brucepattersonius griserufescens,43.0,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore,13308.1023089365
361,Brucepattersonius guarani,43.0,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore,10803.0477566661
362,Brucepattersonius igniventris,43.0,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore,12838.4045803858
363,Brucepattersonius iheringi,43.0,RODENTIA,CRICETIDAE,Brucepattersonius,LC,Omnivore,103959.763919222
364,Brucepattersonius misionensis,43.0,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore,11116.1795756999
365,Brucepattersonius paradisus,43.0,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore,12681.8386708689
366,Brucepattersonius soricinus,43.0,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore,52762.7115071953
367,Bubalus arnee,483500.485,CETARTIODACTYLA,BOVIDAE,Bubalus,EN,Herbivore,9550.5204805309
368,Budorcas taxicolor,294515.3,CETARTIODACTYLA,BOVIDAE,Budorcas,VU,Herbivore,269136.798459551
369,Bullimus bagobus,395.38,RODENTIA,MURIDAE,Bullimus,LC,Omnivore,54171.8046928474
370,Bullimus gamay,420.19,RODENTIA,MURIDAE,Bullimus,VU,Omnivore,156.5659095169
371,Bullimus luzonicus,445.0,RODENTIA,MURIDAE,Bullimus,LC,Omnivore,25363.6773417378
372,Bunolagus monticularis,1750.01,LAGOMORPHA,LEPORIDAE,Bunolagus,CR,Herbivore,2191.9227332366
373,Bunomys andrewsi,125.0,RODENTIA,MURIDAE,Bunomys,LC,Omnivore,75934.4661156965
374,Bunomys chrysocomus,111.29,RODENTIA,MURIDAE,Bunomys,LC,Omnivore,108656.741204729
375,Bunomys coelestis,120.0,RODENTIA,MURIDAE,Bunomys,CR,Omnivore,156.5659095169
376,Bunomys fratrorum,130.31,RODENTIA,MURIDAE,Bunomys,VU,Omnivore,4070.7136474394
377,Bunomys penitus,170.0,RODENTIA,MURIDAE,Bunomys,NT,Omnivore,3444.4500093718
378,Bunomys prolatus,131.0,RODENTIA,MURIDAE,Bunomys,EN,Omnivore,626.2636380676
379,Cacajao calvus,3421.04,PRIMATES,PITHECIIDAE,Cacajao,VU,Herbivore,204631.643738588
380,Cacajao hosomi,3271.31,PRIMATES,PITHECIIDAE,Cacajao,VU,Omnivore,69045.5660969529
381,Caenolestes caniventer,40.0,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,NT,Omnivore,6106.0704711591
382,Caenolestes convelatus,31.56,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,VU,Carnivore,16752.5523183083
383,Caenolestes fuliginosus,28.64,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,LC,Carnivore,82353.6684058894
384,Calcochloris obtusirostris,24.05,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,LC,Carnivore,113197.152580719
385,Calcochloris tytonis,28.27,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,DD,Carnivore,313.1318190338
386,Callicebus melanochir,1050.0,PRIMATES,PITHECIIDAE,Callicebus,VU,Herbivore,21136.3977847815
387,Callicebus nigrifrons,1050.0,PRIMATES,PITHECIIDAE,Callicebus,NT,Herbivore,67949.6047303346
388,Callicebus personatus,1390.8,PRIMATES,PITHECIIDAE,Callicebus,VU,Omnivore,8611.1250234295
389,Callimico goeldii,558.0,PRIMATES,CALLITRICHIDAE,Callimico,VU,Omnivore,446369.408032682
390,Callistomys pictus,518.99,RODENTIA,ECHIMYIDAE,Callistomys,EN,Herbivore,12055.5750328013
391,Callithrix aurita,386.2,PRIMATES,CALLITRICHIDAE,Callithrix,VU,Omnivore,48535.431950239
392,Callithrix flaviceps,372.97,PRIMATES,CALLITRICHIDAE,Callithrix,EN,Omnivore,3444.4500093718
393,Callithrix geoffroyi,342.0,PRIMATES,CALLITRICHIDAE,Callithrix,LC,Omnivore,77500.1252108655
394,Callithrix jacchus,290.21,PRIMATES,CALLITRICHIDAE,Callithrix,LC,Omnivore,849370.059129182
395,Callithrix kuhlii,374.99,PRIMATES,CALLITRICHIDAE,Callithrix,NT,Omnivore,18631.3432325111
396,Callithrix penicillata,339.98,PRIMATES,CALLITRICHIDAE,Callithrix,LC,Omnivore,991688.470880044
397,Callosciurus adamsi,208.72,RODENTIA,SCIURIDAE,Callosciurus,NT,Omnivore,27712.1659844913
398,Callosciurus albescens,277.7788875,RODENTIA,SCIURIDAE,Callosciurus,DD,Omnivore,8297.9932043957
399,Callosciurus baluensis,323.91,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore,45090.9819408672
400,Callosciurus caniceps,264.91,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore,135586.077641635
401,Callosciurus erythraeus,283.23,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore,1549376.24057924
402,Callosciurus finlaysonii,278.0,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore,311096.46221008
403,Callosciurus inornatus,325.0,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore,208389.225566994
404,Callosciurus melanogaster,296.0,RODENTIA,SCIURIDAE,Callosciurus,VU,Omnivore,4227.2795569563
405,Callosciurus nigrovittatus,208.3,RODENTIA,SCIURIDAE,Callosciurus,NT,Herbivore,620470.699415475
406,Callosciurus notatus,209.49,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore,944405.566205941
407,Callosciurus orestes,323.91,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore,46186.9433074855
408,Callosciurus phayrei,269.0,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore,106777.950290526
409,Callosciurus prevostii,400.0,RODENTIA,SCIURIDAE,Callosciurus,LC,Herbivore,682470.799584167
410,Callosciurus pygerythrus,252.0,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore,308591.40765781
411,Callosciurus quinquestriatus,246.4344257,RODENTIA,SCIURIDAE,Callosciurus,NT,Omnivore,21606.0955133322
412,Calomys boliviae,27.0,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,39924.3069268095
413,Calomys callidus,27.0,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,156.5659095169
414,Calomys callosus,44.95,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,410672.380662829
415,Calomys expulsus,39.86,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,1162188.74634395
416,Calomys fecundus,27.61181818,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,16752.5523183083
417,Calomys hummelincki,27.0,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,210737.714209747
418,Calomys laucha,14.0,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,700006.18145006
419,Calomys lepidus,20.59,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,437288.585280702
420,Calomys musculinus,20.2,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,987461.191323088
421,Calomys sorellus,20.0,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,204318.511919554
422,Calomys tener,13.8,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,403940.046553602
423,Calomys tocantinsi,27.61181818,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,2191.9227332366
424,Calomys venustus,49.33,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore,313.1318190338
425,Calomyscus bailwardi,21.38,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Omnivore,42899.0592076306
426,Calomyscus baluchi,83.81,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Omnivore,209485.186933612
427,Calomyscus elburzensis,119.055,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Herbivore,76247.5979347303
428,Calomyscus hotsoni,60.5,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Omnivore,22702.0568799505
429,Calomyscus mystax,81.375,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Herbivore,5010.1091045408
430,Calomyscus tsolovi,111.74,RODENTIA,CALOMYSCIDAE,Calomyscus,DD,Omnivore,33.5373626542969
431,Calomyscus urartensis,147.235,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Herbivore,5166.6750140577
432,Caluromys derbianus,326.72,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromys,LC,Omnivore,313758.082671868
433,Caluromys lanatus,350.33,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromys,LC,Herbivore,3059924.13559829
434,Caluromys philander,246.47,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromys,LC,Omnivore,1293704.11033814
435,Caluromysiops irrupta,257.48,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromysiops,LC,Herbivore,93000.1502530386
436,Canis adustus,10392.49,CARNIVORA,CANIDAE,Canis,LC,Omnivore,9392858.60964738
437,Canis aureus,9658.7,CARNIVORA,CANIDAE,Canis,LC,Omnivore,6225843.39193953
438,Canis latrans,11989.1,CARNIVORA,CANIDAE,Canis,LC,Carnivore,10537042.2763969
439,Canis mesomelas,8247.3,CARNIVORA,CANIDAE,Canis,LC,Omnivore,5900029.73423486
440,Cannomys badius,472.07,RODENTIA,SPALACIDAE,Cannomys,LC,Herbivore,454510.835327561
441,Cansumys canus,46.25861204,RODENTIA,CRICETIDAE,Cansumys,LC,Herbivore,24737.4137036702
442,Capra aegagrus,71350.77625,CETARTIODACTYLA,BOVIDAE,Capra,VU,Herbivore,637536.383552817
443,Capra nubiana,47763.72,CETARTIODACTYLA,BOVIDAE,Capra,VU,Herbivore,68575.8683684022
444,Capricornis rubidus,135000.0,CETARTIODACTYLA,BOVIDAE,Capricornis,NT,Herbivore,10646.4818471492
445,Capricornis sumatraensis,110942.2,CETARTIODACTYLA,BOVIDAE,Capricornis,VU,Herbivore,1993397.15996917
446,Capricornis swinhoei,20500.0,CETARTIODACTYLA,BOVIDAE,Capricornis,LC,Herbivore,10176.7841185985
447,Capromys pilorides,5200.0,RODENTIA,CAPROMYIDAE,Capromys,LC,Omnivore,35853.5932793701
448,Caracal aurata,12400.0,CARNIVORA,FELIDAE,Caracal,VU,Carnivore,2648312.35947836
449,Caracal caracal,11964.38,CARNIVORA,FELIDAE,Caracal,LC,Carnivore,12354302.7881595
450,Cardiocranius paradoxus,196.8175859,RODENTIA,DIPODIDAE,Cardiocranius,DD,Herbivore,65757.681997098
451,Cardioderma cor,26.45,CHIROPTERA,MEGADERMATIDAE,Cardioderma,LC,Carnivore,1424749.77660379
452,Carollia castanea,13.1,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,LC,Herbivore,1007971.3254698
453,Carollia manu,15.755,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,LC,Herbivore,12212.1409423182
454,Carollia perspicillata,19.23,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,LC,Omnivore,7190132.82865411
455,Carollia subrufa,15.84,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,LC,Herbivore,36949.5546459884
456,Carpitalpa arendsi,52.34,AFROSORICIDA,CHRYSOCHLORIDAE,Carpitalpa,VU,Carnivore,3444.4500093718
457,Carpomys melanurus,123.0,RODENTIA,MURIDAE,Carpomys,DD,Omnivore,1409.0931856521
458,Carpomys phaeurus,123.0,RODENTIA,MURIDAE,Carpomys,LC,Omnivore,3444.4500093718
459,Carterodon sulcidens,113.8,RODENTIA,ECHIMYIDAE,Carterodon,DD,Herbivore,207606.396019409
460,Caryomys eva,22.5,RODENTIA,CRICETIDAE,Caryomys,LC,Herbivore,69671.8297350205
461,Caryomys inez,23.5,RODENTIA,CRICETIDAE,Caryomys,LC,Omnivore,145762.861760234
462,Casinycteris argynnis,28.28,CHIROPTERA,PTEROPODIDAE,Casinycteris,LC,Herbivore,1006718.79819367
463,Castor canadensis,18124.41,RODENTIA,CASTORIDAE,Castor,LC,Herbivore,3790304.10349463
464,Castor fiber,19000.0,RODENTIA,CASTORIDAE,Castor,LC,Herbivore,1178001.90320516
465,Catagonus wagneri,35566.4,CETARTIODACTYLA,TAYASSUIDAE,Catagonus,EN,Herbivore,103176.934371637
466,Cavia aperea,524.38,RODENTIA,CAVIIDAE,Cavia,LC,Herbivore,1867361.60280807
467,Cavia fulgida,282.5,RODENTIA,CAVIIDAE,Cavia,LC,Herbivore,151086.102683808
468,Cavia magna,459.99,RODENTIA,CAVIIDAE,Cavia,LC,Herbivore,29904.0887177279
469,Cavia tschudii,1000.0,RODENTIA,CAVIIDAE,Cavia,LC,Herbivore,419753.203414809
470,Cebus kaapori,3000.0,PRIMATES,CEBIDAE,Cebus,CR,Omnivore,94878.9411672414
471,Centronycteris centralis,23.0,CHIROPTERA,EMBALLONURIDAE,Centronycteris,LC,Carnivore,950198.504858066
472,Centronycteris maximiliani,23.0,CHIROPTERA,EMBALLONURIDAE,Centronycteris,LC,Carnivore,2826954.06223715
473,Centurio senex,23.09,CHIROPTERA,PHYLLOSTOMIDAE,Centurio,LC,Herbivore,638788.910828952
474,Cephalophus harveyi,14500.1,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,Omnivore,77500.1252108655
475,Cercartetus caudatus,23.05,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,Omnivore,266162.04617873
476,Cercartetus concinnus,15.96,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,Omnivore,96601.1661719273
477,Cercartetus lepidus,8.03,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,Omnivore,36323.2910079208
478,Cercartetus nanus,26.85,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,Omnivore,188661.920967864
479,Cercocebus agilis,7105.62,PRIMATES,CERCOPITHECIDAE,Cercocebus,LC,Herbivore,570056.476551033
480,Cercocebus atys,6941.24,PRIMATES,CERCOPITHECIDAE,Cercocebus,NT,Omnivore,159384.095888204
481,Cercocebus chrysogaster,9610.0,PRIMATES,CERCOPITHECIDAE,Cercocebus,DD,Omnivore,47439.4705836207
482,Cercocebus galeritus,7077.66,PRIMATES,CERCOPITHECIDAE,Cercocebus,EN,Omnivore,313.1318190338
483,Cercocebus sanjei,8000.0,PRIMATES,CERCOPITHECIDAE,Cercocebus,EN,Herbivore,313.1318190338
484,Cercocebus torquatus,7293.07,PRIMATES,CERCOPITHECIDAE,Cercocebus,VU,Omnivore,93626.4138911062
485,Cercopithecus ascanius,3540.24,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,Herbivore,859077.14551923
486,Cercopithecus campbelli,3627.73,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,Herbivore,182399.284587188
