"binomial","range_km_2"
"Lasiurus cinereus",3182045.54502147
"Lasiurus degelidus",2505.0545522704
"Lasiurus ebenus",8.61152088378906
"Lasiurus ega",5609130.27435246
"Lasiurus egregius",82979.932043957
"Lasiurus insularis",3757.5818284056
"Lasiurus intermedius",485354.31950239
"Lasiurus minor",7358.5977472943
"Lasiurus seminolus",9550.5204805309
"Lasiurus varius",160793.189073856
"Lasiurus xanthinus",387970.323782878
"Latidens salimalii",12681.8386708689
"Lavia frons",4208804.77963331
"Leggadina forresti",473768.442198139
"Leggadina lakedownensis",1064021.92107685
"Leimacomys buettneri",313.1318190338
"Lemmiscus curtatus",1064178.48698637
"Lemmus amurensis",556278.676513546
"Lemmus lemmus",337399.535008919
"Lemmus portenkoi",5636.3727426084
"Lemmus sibiricus",1454027.60168345
"Lemmus trimucronatus",2232629.86971099
"Lemniscomys barbarus",138717.395831973
"Lemniscomys bellieri",189444.750515449
"Lemniscomys griselda",151242.668593325
"Lemniscomys hoogstraali",313.1318190338
"Lemniscomys linulus",256298.393879165
"Lemniscomys macculus",626.2636380676
"Lemniscomys mittendorfi",313.1318190338
"Lemniscomys rosalia",330667.200899693
"Lemniscomys roseveari",469.6977285507
"Lemniscomys striatus",3614324.02119764
"Lemniscomys zebra",1103319.96436559
"Lemur catta",2035.3568237197
"Lenomys meyeri",73899.1092919768
"Lenothrix canus",120712.31623753
"Lenoxus apicalis",20510.1341467139
"Leontopithecus caissara",205.643091576172
"Leontopithecus chrysomelas",6888.9000187436
"Leontopithecus chrysopygus",13777.8000374872
"Leontopithecus rosalia",4070.7136474394
"Leopardus colocolo",3131787.88806655
"Leopardus geoffroyi",1716275.50012426
"Leopardus guigna",100985.0116384
"Leopardus guttulus",1229355.5215267
"Leopardus jacobita",439323.942104421
"Leopardus pardalis",10997815.7481051
"Leopardus tigrinus",4292880.67304388
"Leopardus wiedii",7176981.29225469
"Leopoldamys ciliatus",128227.479894341
"Leopoldamys edwardsi",755587.079328559
"Leopoldamys milleti",1565.659095169
"Leopoldamys neilli",9707.0863900478
"Leopoldamys sabanus",1066213.84381009
"Leopoldamys siporanus",4227.2795569563
"Lepilemur aeeclis",313.1318190338
"Lepilemur ankaranensis",469.6977285507
"Lepilemur betsileo",626.2636380676
"Lepilemur dorsalis",156.5659095169
"Lepilemur edwardsi",1878.7909142028
"Lepilemur fleuretae",939.3954571014
"Lepilemur grewcockorum",156.5659095169
"Lepilemur hubbardorum",156.5659095169
"Lepilemur jamesorum",156.5659095169
"Lepilemur leucopus",626.2636380676
"Lepilemur microdon",156.5659095169
"Lepilemur milanoii",313.1318190338
"Lepilemur mittermeieri",626.2636380676
"Lepilemur mustelinus",5949.5045616422
"Lepilemur otto",626.2636380676
"Lepilemur petteri",626.2636380676
"Lepilemur randrianasoloi",939.3954571014
"Lepilemur ruficaudatus",4696.977285507
"Lepilemur seali",5792.9386521253
"Lepilemur septentrionalis",139.307317835449
"Lepilemur wrightae",156.5659095169
"Leporillus conditor",626.2636380676
"Leptailurus serval",8035745.30595489
"Leptomys elegans",51510.1842310601
"Leptomys ernstmayri",29434.3909891772
"Leptomys signatus",469.6977285507
"Leptonycteris curasoae",219505.405142694
"Leptonycteris nivalis",118363.827594776
"Leptonycteris yerbabuenae",163611.37544516
"Lepus alleni",98323.3911766132
"Lepus americanus",4173420.88408249
"Lepus arcticus",502263.437730215
"Lepus brachyurus",252697.377960277
"Lepus californicus",3809248.57854618
"Lepus callotis",113040.586671202
"Lepus capensis",8623963.42800988
"Lepus castroviejoi",4540.4113759901
"Lepus comus",13934.3659470041
"Lepus coreanus",59964.7433449727
"Lepus corsicanus",98166.8252670963
"Lepus europaeus",6068964.35060359
"Lepus fagani",121182.013966081
"Lepus flavigularis",156.5659095169
"Lepus granatensis",235788.259732451
"Lepus habessinicus",461712.867165338
"Lepus hainanus",626.2636380676
"Lepus insularis",156.5659095169
"Lepus mandshuricus",519798.819596108
"Lepus nigricollis",3109398.96300563
"Lepus oiostolus",1171426.13500545
"Lepus othus",100828.445728884
"Lepus peguensis",1120072.5166839
"Lepus saxatilis",112257.757123617
"Lepus sinensis",955834.877600674
"Lepus starcki",48378.8660407221
"Lepus tibetanus",212459.939214433
"Lepus timidus",6188737.27138402
"Lepus tolai",827763.96361585
"Lepus townsendii",486450.280869008
"Lepus yarkandensis",54641.5024213981
"Lestodelphys halli",183025.548225256
"Lestoros inca",47282.9046741038
"Liberiictis kuhni",43055.6251171475
"Lichonycteris obscura",343975.303208629
"Limnogale mergulus",11899.0091232844
"Limnomys bryophilus",1722.2250046859
"Limnomys sibuanus",1409.0931856521
"Lionycteris spurrelli",4512855.77591512
"Lissonycteris angolensis",5099195.10705591
"Litocranius walleri",1084845.1870426
"Lonchophylla bokermanni",156.5659095169
"Lonchophylla chocoana",1878.7909142028
"Lonchophylla concava",51197.0524120263
"Lonchophylla dekeyseri",21136.3977847815
"Lonchophylla handleyi",81101.1411297542
"Lonchophylla mordax",469.6977285507
"Lonchophylla orcesi",939.3954571014
"Lonchophylla robusta",230621.584718394
"Lonchophylla thomasi",5116573.92301229
"Lonchorhina aurita",5974868.23898394
"Lonchorhina fernandezi",105681.988923907
"Lonchorhina inusitata",1937816.26209067
"Lonchorhina marinkellei",160010.359526272
"Lonchorhina orinocensis",134176.984455983
"Lonchothrix emiliae",275242.86893071
"Lontra canadensis",725996.122429865
"Lontra felina",193985.161891439
"Lontra longicaudis",202439.721005352
"Lontra provocax",6419.2022901929
"Lophiomys imhausi",171283.105011489
"Lophocebus albigena",710182.965568658
"Lophocebus aterrimus",468288.635365048
"Lophostoma brasiliense",5469630.0489729
"Lophostoma carrikeri",1961770.84624676
"Lophostoma evotis",54328.3706023643
"Lophostoma schulzi",438854.244375871
"Lophostoma silvicolum",4373825.24826412
"Lophuromys brevicaudus",2818.1863713042
"Lophuromys chrysopus",18474.7773229942
"Lophuromys cinereus",469.6977285507
"Lophuromys dieterleni",156.5659095169
"Lophuromys eisentrauti",55.8847902808227
"Lophuromys flavopunctatus",797859.874898122
"Lophuromys huttereri",38828.3455601912
"Lophuromys luteogaster",33661.6705461335
"Lophuromys medicaudatus",3444.4500093718
"Lophuromys melanonyx",7515.1636568112
"Lophuromys nudicaudus",202283.155095835
"Lophuromys rahmi",2035.3568237197
"Lophuromys roseveari",469.6977285507
"Lophuromys sikapusi",968673.28218106
"Lophuromys woosnami",9707.0863900478
"Lorentzimys nouhuysi",210581.14830023
"Loris lydekkerianus",165490.166359363
"Loris tardigradus",1722.2250046859
"Loxodonta africana",1626719.79988059
"Loxodonta cyclotis",421945.126148045
"Loxodontomys micropus",27712.1659844913
"Loxodontomys pikumche",1252.5272761352
"Lundomys molitor",296066.134896458
"Lutra lutra",1988230.48495511
"Lutra sumatrana",281192.373492352
"Lutreolina crassicaudata",550642.303770937
"Lutrogale perspicillata",1165163.49862477
"Lycalopex fulvipes",9863.6522995647
"Lycaon pictus",1173931.18955772
"Lyncodon patagonicus",109439.570752313
"Lynx canadensis",2840262.16454608
"Lynx lynx",8182447.56317223
"Lynx rufus",6260914.15567131
"Macaca arctoides",657107.122242429
"Macaca assamensis",269919.628007136
"Macaca cyclopis",16909.1182278252
"Macaca fascicularis",2282887.52666592
"Macaca fuscata",155783.079969315
"Macaca hecki",3444.4500093718
"Macaca leonina",979946.027666277
"Macaca maura",5479.8068330915
"Macaca mulatta",6310858.6808072
"Macaca munzala",1252.5272761352
"Macaca nemestrina",1274133.37164853
"Macaca nigra",1722.2250046859
"Macaca nigrescens",7984.8613853619
"Macaca ochreata",3914.1477379225
"Macaca pagensis",1409.0931856521
"Macaca radiata",611859.574392045
"Macaca siberu",3757.5818284056
"Macaca silenus",22388.9250609167
"Macaca sinica",19727.3045991294
"Macaca sylvanus",7828.295475845
"Macaca thibetana",151086.102683808
"Macaca tonkeana",57459.6887927023
"Macroderma gigas",935481.309363477
"Macrogalidia musschenbroekii",23641.4523370519
"Macroglossus minimus",2571595.06381508
"Macroglossus sobrinus",1195224.15325201
"Macrophyllum macrophyllum",4210840.13645703
"Macropus agilis",791597.238517446
"Macropus antilopinus",638006.081281367
"Macropus bernardus",20040.4364181632
"Macropus dorsalis",379828.896487999
"Macropus eugenii",5323.2409235746
"Macropus fuliginosus",1327992.04452235
"Macropus giganteus",1839492.87091406
"Macropus irma",61217.2706211079
"Macropus parma",34444.500093718
"Macropus parryi",139030.527651007
"Macropus robustus",5926332.8070337
"Macropus rufogriseus",414586.528400751
"Macropus rufus",5053947.55920553
"Macroscelides proboscideus",202596.286914869
"Macrotarsomys bastardi",23015.1886989843
"Macrotarsomys ingens",1409.0931856521
"Macrotarsomys petteri",17.9852767568359
"Macrotis lagotis",887415.575141789
"Macrotus californicus",357753.103246116
"Macrotus waterhousii",222949.855152066
"Macruromys elegans",313.1318190338
"Macruromys major",144197.202665065
"Madoqua guentheri",507430.112744273
"Madoqua kirkii",208545.791476511
"Madoqua piacentinii",33818.2364556504
"Madoqua saltiana",454980.533056111
"Madromys blanfordi",190227.580063033
"Makalata didelphoides",1504598.39045741
"Makalata macrura",1692007.78414914
"Malacomys cansdalei",62313.2319877262
"Malacomys edwardsi",153121.459507528
"Malacomys longipes",482379.567221569
"Malacothrix typica",931567.161625555
"Mallomys aroaensis",118050.695775743
"Mallomys gunung",156.5659095169
"Mallomys istapantap",69671.8297350205
"Mallomys rothschildi",159697.227707238
"Mammelomys lanosus",71863.7524682571
"Mammelomys rattoides",26459.6387083561
"Mandrillus leucophaeus",15656.59095169
"Mandrillus sphinx",81101.1411297542
"Manis crassicaudata",495217.971801955
"Manis culionensis",5166.6750140577
"Manis javanica",2227150.0628779
"Manis pentadactyla",1389679.012872
"Margaretamys beccarii",5792.9386521253
"Margaretamys elegans",782.8295475845
"Margaretamys parvus",9863.6522995647
"Marmosa andersoni",9707.0863900478
"Marmosa lepida",2646433.56856416
"Marmosa mexicana",465470.448993744
"Marmosa murina",3996031.70859984
"Marmosa quichua",20197.0023276801
"Marmosa robinsoni",176449.780025546
"Marmosa rubra",253793.339326895
"Marmosa tyleriana",7984.8613853619
"Marmosa xerophila",7515.1636568112
"Marmosops bishopi",1667113.80453595
"Marmosops cracens",156.5659095169
"Marmosops creightoni",939.3954571014
"Marmosops fuscatus",16282.8545897576
"Marmosops handleyi",68.3877540273437
"Marmosops impavidus",224045.816518684
"Marmosops incanus",148424.482222021
"Marmosops invictus",12525.272761352
"Marmosops juninensis",5166.6750140577
"Marmosops neblina",92843.5843435217
"Marmosops noctivagus",1640810.73173711
"Marmosops ocellatus",138873.96174149
"Marmosops parvidens",910743.895659807
"Marmosops paulensis",4227.2795569563
"Marmosops pinheiroi",433531.003452296
"Marmota baibacina",124313.332156419
"Marmota bobak",25520.2432512547
"Marmota broweri",144823.466303132
"Marmota caligata",333015.689542446
"Marmota camtschatica",156.5659095169
"Marmota caudata",254732.734783996
"Marmota flaviventris",449500.72622302
"Marmota himalayana",1042259.259654
"Marmota marmota",63722.3251733783
"Marmota menzbieri",2974.7522808211
"Marmota monax",3770733.36480502
"Marmota olympus",5479.8068330915
"Marmota sibirica",161419.452711924
"Marmota vancouverensis",2191.9227332366
"Martes americana",1524325.69505654
"Martes flavigula",3331409.4227006
"Martes foina",4017011.5404751
"Martes gwatkinsii",23171.7546085012
"Martes martes",3223065.8133149
"Martes melampus",118676.95941381
"Martes pennanti",1553446.95422668
"Martes zibellina",2252357.17431012
"Massoutiera mzabi",25833.3750702885
"Mastacomys fuscus",40394.0046553602
"Mastomys awashensis",27399.0341654575
"Mastomys coucha",805688.170373967
"Mastomys erythroleucus",5347508.63954972
"Mastomys huberti",369808.678278918
"Mastomys kollmannspergeri",696248.599621654
"Mastomys natalensis",10150167.9139806
"Mastomys pernanus",626.2636380676
"Mastomys shortridgei",31469.7478128969
"Maxomys alticola",3131.318190338
"Maxomys baeodon",53232.409235746
"Maxomys bartelsii",4853.5431950239
"Maxomys dollmani",626.2636380676
"Maxomys hellwaldii",17065.6841373421
"Maxomys hylomyoides",156.5659095169
"Maxomys inas",11585.8773042506
"Maxomys inflatus",62000.1001686924
"Maxomys moi",7828.295475845
"Maxomys musschenbroekii",113666.850309269
"Maxomys ochraceiventer",108187.043476178
"Maxomys pagensis",4227.2795569563
"Maxomys panglima",5166.6750140577
"Maxomys rajah",320020.719052544
"Maxomys surifer",1365567.8628064
"Maxomys wattsi",626.2636380676
"Maxomys whiteheadi",1063395.65743878
"Mazama americana",6454116.48801517
"Mazama bororo",16752.5523183083
"Mazama bricenii",25676.8091607716
"Mazama chunyi",96131.4684433766
"Mazama gouazoubira",4435199.08479474
"Mazama nana",55424.3319689826
"Mazama nemorivaga",4701204.56506396
"Mazama pandora",114136.54803782
"Mazama rufina",48222.3001312052
"Mazama temama",334581.348637615
"Megadendromus nikolausi",2505.0545522704
"Megaderma spasma",1737725.02972807
"Megadontomys cryophilus",313.1318190338
"Megadontomys nelsoni",6419.2022901929
"Megadontomys thomasi",3444.4500093718
"Megaerops ecaudatus",316732.834952689
"Megaerops kusnotoi",6106.0704711591
"Megaerops niphanae",257394.355245784
"Megaerops wetmorei",109909.268480864
"Megaloglossus woermanni",853753.904595656
"Megasorex gigas",80944.5752202373
"Melanomys caliginosus",120242.618508979
"Melanomys robustulus",3601.0159188887
"Melanomys zunigae",313.1318190338
"Melasmothrix naso",1409.0931856521
"Meles anakuma",196333.650534193
"Meles leucurus",9677651.99905862
"Meles meles",3825531.43313593
"Mellivora capensis",20677033.4062589
"Melogale everetti",156.5659095169
"Melogale moschata",2122877.16713965
"Melogale orientalis",31626.3137224138
"Melogale personata",1641280.42946566
"Melomys aerosus",1252.5272761352
"Melomys bannisteri",469.6977285507
"Melomys burtoni",326283.35543322
"Melomys capensis",313.1318190338
"Melomys caurinus",469.6977285507
"Melomys cervinipes",153747.723145596
"Melomys cooperae",2035.3568237197
"Melomys dollmani",36636.4228269546
"Melomys fraterculus",155.743161162598
"Melomys frigicola",2661.6204617873
"Melomys fulgens",156.5659095169
"Melomys howi",313.1318190338
"Melomys leucogaster",152025.49814091
"Melomys lutillus",4540.4113759901
"Melomys matambuai",1565.659095169
"Melomys obiensis",782.8295475845
"Melomys paveli",156.5659095169
"Melomys rufescens",554556.45150886
"Melomys talaudium",469.6977285507
"Melonycteris fardoulisi",12525.272761352
"Melonycteris melanops",17848.5136849266
"Melonycteris woodfordi",14090.931856521
"Melursus ursinus",347732.885037035
"Menetes berdmorei",558783.731065816
"Mephitis macroura",1018617.80731695
"Mephitis mephitis",7218940.95600522
"Meriones arimalius",256298.393879165
"Meriones chengi",43212.1910266644
"Meriones crassus",6588606.60429018
"Meriones dahli",939.3954571014
"Meriones grandis",100202.182090816
"Meriones hurrianae",201656.891457767
"Meriones libycus",4379305.05509721
"Meriones meridianus",1936720.30072405
"Meriones persicus",574753.45383654
"Meriones rex",136682.039008254
"Meriones sacramenti",6888.9000187436
"Meriones shawi",211677.109666849
"Meriones tamariscinus",852501.37731952
"Meriones tristrami",372783.430559739
"Meriones unguiculatus",276338.830297328
"Meriones vinogradovi",6262.636380676
"Meriones zarudnyi",2035.3568237197
"Mesechinus dauuricus",1876442.42556005
"Mesechinus hughi",243303.423389263
"Mesembriomys gouldii",211207.411938298
"Mesembriomys macrurus",9550.5204805309
"Mesocapromys angelcabrerai",3.59655974414062
"Mesocapromys auritus",83.6147911523437
"Mesocricetus auratus",4540.4113759901
"Mesocricetus brandti",483318.96267867
"Mesocricetus newtoni",30686.9182653124
"Mesocricetus raddei",103020.36846212
"Mesomys hispidus",3066969.60152655
"Mesomys leniceps",782.8295475845
"Mesomys occultus",53075.8433262291
"Mesomys stimulax",43995.0205742489
"Mesophylla macconnelli",4962669.63395718
"Metachirus nudicaudatus",4145082.45445993
"Mico acariensis",19570.7386896125
"Mico argentatus",101767.841185985
"Mico emiliae",119616.354870912
"Mico humeralifer",56676.8592451178
"Mico intermedius",23954.5841560857
"Mico leucippe",58242.5183402868
"Mico marcai",7202.0318377774
"Mico mauesi",27868.7318940082
"Mico melanurus",59025.3478878713
"Mico nigriceps",23641.4523370519
"Mico rondoni",42116.2296600461
"Mico saterei",18631.3432325111
"Microakodontomys transitorius",17848.5136849266
"Microcavia australis",255672.130241098
"Microcavia niata",51510.1842310601
"Microcavia shiptoni",38515.2137411574
"Microcebus berthae",469.6977285507
"Microcebus bongolavensis",626.2636380676
"Microcebus griseorufus",2818.1863713042
"Microcebus jollyae",156.831141998047
"Microcebus lehilahytsara",1565.659095169
"Microcebus mamiratra",156.5659095169
"Microcebus mittermeieri",313.1318190338
"Microcebus murinus",22232.3591513998
"Microcebus myoxinus",9707.0863900478
"Microcebus ravelobensis",1409.0931856521
"Microcebus rufus",2505.0545522704
"Microcebus sambiranensis",313.1318190338
"Microcebus simmonsi",313.1318190338
"Microcebus tavaratra",1095.9613666183
"Microdillus peeli",19257.6068705787
"Microdipodops megacephalus",24267.7159751195
"Microdipodops pallidus",6575.7681997098
"Microgale brevicaudata",31469.7478128969
"Microgale cowani",44777.8501218334
"Microgale dobsoni",49318.2614978235
"Microgale drouhardi",36636.4228269546
"Microgale dryas",5166.6750140577
"Microgale fotsifotsy",43368.7569361813
"Microgale gracilis",8454.5591139126
