binomial,AdultBodyMass_g,Red List status,TrophicLevel,Order
Nyctalus furvus,28.97666667,VU,Insectivore,CHIROPTERA
Nyctalus lasiopterus,45.98,VU,Insectivore,CHIROPTERA
Nyctalus leisleri,12.47,LC,Insectivore,CHIROPTERA
Nyctalus montanus,28.97666667,LC,Insectivore,CHIROPTERA
Nyctalus noctula,28.48,LC,Carnivore,CHIROPTERA
Nyctalus plancyi,28.97666667,LC,Insectivore,CHIROPTERA
Nyctereutes procyonoides,4214.99,LC,Omnivore,CARNIVORA
Nycteris arge,10.79,LC,Insectivore,CHIROPTERA
Nycteris aurita,13.07636364,LC,Insectivore,CHIROPTERA
Nycteris gambiensis,7.13,LC,Insectivore,CHIROPTERA
Nycteris grandis,29.8,LC,Carnivore,CHIROPTERA
Nycteris hispida,7.98,LC,Insectivore,CHIROPTERA
Nycteris intermedia,13.07636364,LC,Insectivore,CHIROPTERA
Nycteris javanica,17.78,VU,Insectivore,CHIROPTERA
Nycteris macrotis,14.49,LC,Insectivore,CHIROPTERA
Nycteris madagascariensis,17.69,DD,Insectivore,CHIROPTERA
Nycteris major,13.07636364,DD,Insectivore,CHIROPTERA
Nycteris nana,6.98,LC,Insectivore,CHIROPTERA
Nycteris parisii,13.07636364,DD,Insectivore,CHIROPTERA
Nycteris thebaica,9.2,LC,Insectivore,CHIROPTERA
Nycteris tragata,14.4,NT,Insectivore,CHIROPTERA
Nycteris vinsoni,13.07636364,DD,Insectivore,CHIROPTERA
Nycteris woodi,7.6,LC,Insectivore,CHIROPTERA
Nycticebus bengalensis,1137.36,VU,Herbivore,PRIMATES
Nycticebus coucang,924.55,VU,Omnivore,PRIMATES
Nycticebus javanicus,626,CR,Omnivore,PRIMATES
Nycticebus menagensis,282,VU,Omnivore,PRIMATES
Nycticebus pygmaeus,342.32,VU,Omnivore,PRIMATES
Nycticeinops schlieffeni,5.05,LC,Insectivore,CHIROPTERA
Nycticeius cubanus,9.12,NT,Insectivore,CHIROPTERA
Nycticeius humeralis,9.12,LC,Insectivore,CHIROPTERA
Nyctiellus lepidus,5.516,LC,Insectivore,CHIROPTERA
Nyctimene aello,85.26,LC,Herbivore,CHIROPTERA
Nyctimene albiventer,29.95,LC,Herbivore,CHIROPTERA
Nyctimene cephalotes,44.92,LC,Herbivore,CHIROPTERA
Nyctimene certans,43.24,LC,Herbivore,CHIROPTERA
Nyctimene cyclotis,48.83,DD,Herbivore,CHIROPTERA
Nyctimene draconilla,30.15,DD,Herbivore,CHIROPTERA
Nyctimene keasti,56.67,VU,Herbivore,CHIROPTERA
Nyctimene major,107.06,LC,Herbivore,CHIROPTERA
Nyctimene malaitensis,78.39,LC,Herbivore,CHIROPTERA
Nyctimene masalai,53.2,DD,Herbivore,CHIROPTERA
Nyctimene minutus,56.67,VU,Herbivore,CHIROPTERA
Nyctimene rabori,68.25,EN,Herbivore,CHIROPTERA
Nyctimene robinsoni,48.83,LC,Herbivore,CHIROPTERA
Nyctimene sanctacrucis,56.67,DD,Herbivore,CHIROPTERA
Nyctimene vizcaccia,41.96,LC,Herbivore,CHIROPTERA
Nyctinomops aurispinosus,18.43,LC,Insectivore,CHIROPTERA
Nyctinomops femorosaccus,15.04,LC,Insectivore,CHIROPTERA
Nyctinomops laticaudatus,13.12,LC,Insectivore,CHIROPTERA
Nyctinomops macrotis,16.38,LC,Insectivore,CHIROPTERA
Nyctomys sumichrasti,59.99,LC,Herbivore,RODENTIA
Nyctophilus arnhemensis,6.83,LC,Insectivore,CHIROPTERA
Nyctophilus bifax,9.89,LC,Insectivore,CHIROPTERA
Nyctophilus geoffroyi,8.465,LC,Insectivore,CHIROPTERA
Nyctophilus gouldi,11.32,LC,Insectivore,CHIROPTERA
Nyctophilus heran,8.465,DD,Insectivore,CHIROPTERA
Nyctophilus microdon,8.465,DD,Insectivore,CHIROPTERA
Nyctophilus microtis,7.29,LC,Insectivore,CHIROPTERA
Nyctophilus nebulosus,8.465,CR,Insectivore,CHIROPTERA
Nyctophilus sherrini,8.465,DD,Insectivore,CHIROPTERA
Nyctophilus walkeri,4.44,LC,Insectivore,CHIROPTERA
Ochotona alpina,150,LC,Herbivore,LAGOMORPHA
Ochotona argentata,140.5955,EN,Herbivore,LAGOMORPHA
Ochotona cansus,68.75,LC,Herbivore,LAGOMORPHA
Ochotona collaris,129,LC,Herbivore,LAGOMORPHA
Ochotona curzoniae,159.47,LC,Herbivore,LAGOMORPHA
Ochotona dauurica,131.01,LC,Herbivore,LAGOMORPHA
Ochotona erythrotis,181,LC,Herbivore,LAGOMORPHA
Ochotona forresti,125,LC,Herbivore,LAGOMORPHA
Ochotona gloveri,181,LC,Herbivore,LAGOMORPHA
Ochotona hoffmanni,157.3771923,EN,Herbivore,LAGOMORPHA
Ochotona hyperborea,120,LC,Herbivore,LAGOMORPHA
Ochotona iliensis,165,EN,Herbivore,LAGOMORPHA
Ochotona koslowi,188.6965,EN,Herbivore,LAGOMORPHA
Ochotona ladacensis,131.475,LC,Herbivore,LAGOMORPHA
Ochotona macrotis,204.75,LC,Herbivore,LAGOMORPHA
Ochotona nubrica,235,LC,Herbivore,LAGOMORPHA
Ochotona princeps,157.63,LC,Herbivore,LAGOMORPHA
Ochotona pusilla,142.5,LC,Herbivore,LAGOMORPHA
Ochotona roylei,260,LC,Herbivore,LAGOMORPHA
Ochotona rufescens,250,LC,Herbivore,LAGOMORPHA
Ochotona rutila,250,LC,Herbivore,LAGOMORPHA
Ochotona thibetana,83.1,LC,Herbivore,LAGOMORPHA
Ochotona thomasi,97.5,LC,Herbivore,LAGOMORPHA
Ochotona turuchanensis,120,LC,Herbivore,LAGOMORPHA
Ochrotomys nuttalli,22.81,LC,Herbivore,RODENTIA
Octodon bridgesi,162.25,VU,Herbivore,RODENTIA
Octodon degus,203.27,LC,Herbivore,RODENTIA
Octodon lunatus,200.55,NT,Herbivore,RODENTIA
Octodon pacificus,180.46,CR,Herbivore,RODENTIA
Octodontomys gliroides,155.77,LC,Herbivore,RODENTIA
Octomys mimax,124.43,LC,Herbivore,RODENTIA
Odocoileus hemionus,84560.57,LC,Herbivore,CETARTIODACTYLA
Odocoileus virginianus,75901.25,LC,Herbivore,CETARTIODACTYLA
Oecomys auyantepui,46.25861204,LC,Omnivore,RODENTIA
Oecomys bicolor,40.74,LC,Omnivore,RODENTIA
Oecomys catherinae,46.25861204,LC,Omnivore,RODENTIA
Oecomys cleberi,73.4,DD,Omnivore,RODENTIA
Oecomys concolor,46.33,LC,Omnivore,RODENTIA
Oecomys flavicans,73.4,LC,Herbivore,RODENTIA
Oecomys mamorae,62.5,LC,Herbivore,RODENTIA
Oecomys paricola,73.4,DD,Omnivore,RODENTIA
Oecomys phaeotis,73.4,LC,Omnivore,RODENTIA
Oecomys rex,73.4,LC,Omnivore,RODENTIA
Oecomys roberti,73.4,LC,Omnivore,RODENTIA
Oecomys rutilus,73.4,LC,Omnivore,RODENTIA
Oecomys speciosus,73.4,LC,Omnivore,RODENTIA
Oecomys superans,73.4,LC,Omnivore,RODENTIA
Oecomys trinitatis,73.4,LC,Omnivore,RODENTIA
Oenomys hypoxanthus,89.84,LC,Omnivore,RODENTIA
Oenomys ornatus,85.5,LC,Omnivore,RODENTIA
Okapia johnstoni,230001.1,EN,Herbivore,CETARTIODACTYLA
Olallamys albicauda,273.5,DD,Herbivore,RODENTIA
Olallamys edax,206.4,DD,Herbivore,RODENTIA
Oligoryzomys andinus,25.2,LC,Omnivore,RODENTIA
Oligoryzomys arenalis,25.2,LC,Omnivore,RODENTIA
Oligoryzomys brendae,26.55990747,DD,Omnivore,RODENTIA
Oligoryzomys chacoensis,23,LC,Omnivore,RODENTIA
Oligoryzomys delticola,29.39,LC,Omnivore,RODENTIA
Oligoryzomys destructor,25.2,LC,Omnivore,RODENTIA
Oligoryzomys eliurus,34.58,LC,Omnivore,RODENTIA
Oligoryzomys flavescens,21.3,LC,Herbivore,RODENTIA
Oligoryzomys fornesi,22.5,LC,Omnivore,RODENTIA
Oligoryzomys fulvescens,25,LC,Omnivore,RODENTIA
Oligoryzomys griseolus,25.2,LC,Omnivore,RODENTIA
Oligoryzomys longicaudatus,27.54,LC,Omnivore,RODENTIA
Oligoryzomys magellanicus,25.2,LC,Omnivore,RODENTIA
Oligoryzomys microtis,22.5,LC,Omnivore,RODENTIA
Oligoryzomys moojeni,26.55990747,DD,Omnivore,RODENTIA
Oligoryzomys nigripes,20.33,LC,Herbivore,RODENTIA
Oligoryzomys rupestris,26.55990747,DD,Omnivore,RODENTIA
Oligoryzomys stramineus,26.55990747,LC,Omnivore,RODENTIA
Oligoryzomys vegetus,46.25861204,LC,Omnivore,RODENTIA
Ondatra zibethicus,991.31,LC,Herbivore,RODENTIA
Onychogalea fraenata,4952.05,VU,Herbivore,DIPROTODONTIA
Onychogalea unguifera,6494.73,LC,Herbivore,DIPROTODONTIA
Onychomys arenicola,30,LC,Carnivore,RODENTIA
Onychomys leucogaster,27.92,LC,Carnivore,RODENTIA
Onychomys torridus,21.68,LC,Insectivore,RODENTIA
Oreamnos americanus,72105.4,LC,Herbivore,CETARTIODACTYLA
Oreoryzomys balneator,60.64641072,DD,Omnivore,RODENTIA
Oreotragus oreotragus,13486.55,LC,Herbivore,CETARTIODACTYLA
Ornithorhynchus anatinus,1484.25,NT,Insectivore,MONOTREMATA
Orthogeomys cavator,650,LC,Herbivore,RODENTIA
Orthogeomys cuniculus,499.99,DD,Herbivore,RODENTIA
Orthogeomys grandis,499.99,LC,Herbivore,RODENTIA
Orthogeomys heterodus,615,LC,Herbivore,RODENTIA
Orthogeomys hispidus,499.99,LC,Herbivore,RODENTIA
Orthogeomys underwoodi,250,LC,Herbivore,RODENTIA
Orycteropus afer,56175.2,LC,Carnivore,TUBULIDENTATA
Oryctolagus cuniculus,1590.57,NT,Herbivore,LAGOMORPHA
Oryx beisa,200576.5,NT,Herbivore,CETARTIODACTYLA
Oryx gazella,188404.5,LC,Herbivore,CETARTIODACTYLA
Oryx leucoryx,75788.24,VU,Herbivore,CETARTIODACTYLA
Oryzomys couesi,69.29,LC,Omnivore,RODENTIA
Oryzomys dimidiatus,46.25861204,LC,Omnivore,RODENTIA
Oryzomys gorgasi,60.5,EN,Omnivore,RODENTIA
Oryzomys palustris,53.26,LC,Omnivore,RODENTIA
Oryzorictes hova,35.74,LC,Insectivore,AFROSORICIDA
Oryzorictes tetradactylus,35.99,DD,Insectivore,AFROSORICIDA
Osgoodomys banderanus,49.99,LC,Omnivore,RODENTIA
Otocolobus manul,3500,NT,Carnivore,CARNIVORA
Otocyon megalotis,4098.12,LC,Omnivore,CARNIVORA
Otolemur crassicaudatus,1206.61,LC,Omnivore,PRIMATES
Otolemur garnettii,811.17,LC,Omnivore,PRIMATES
Otomops formosus,34.92,DD,Insectivore,CHIROPTERA
Otomops johnstonei,34.92,DD,Insectivore,CHIROPTERA
Otomops madagascariensis,34.92,LC,Insectivore,CHIROPTERA
Otomops martiensseni,34.92,NT,Insectivore,CHIROPTERA
Otomops papuensis,34.92,DD,Insectivore,CHIROPTERA
Otomops secundus,34.92,DD,Insectivore,CHIROPTERA
Otomops wroughtoni,34.92,DD,Insectivore,CHIROPTERA
Otomys anchietae,63.85388804,LC,Herbivore,RODENTIA
Otomys angoniensis,100.64,LC,Herbivore,RODENTIA
Otomys barbouri,63.85388804,EN,Herbivore,RODENTIA
Otomys burtoni,108.8333333,EN,Herbivore,RODENTIA
Otomys cuanzensis,63.85388804,LC,Herbivore,RODENTIA
Otomys denti,120,LC,Herbivore,RODENTIA
Otomys irroratus,114.45,LC,Herbivore,RODENTIA
Otomys lacustris,63.85388804,VU,Herbivore,RODENTIA
Otomys laminatus,150,LC,Herbivore,RODENTIA
Otomys occidentalis,72.8,VU,Herbivore,RODENTIA
Otomys sloggetti,106.3,LC,Herbivore,RODENTIA
Otomys tropicalis,108.833,LC,Herbivore,RODENTIA
Otomys typus,100,LC,Herbivore,RODENTIA
Otomys unisulcatus,124.5,LC,Herbivore,RODENTIA
Otonycteris hemprichii,21.98,LC,Insectivore,CHIROPTERA
Otonyctomys hatti,36.2,LC,Herbivore,RODENTIA
Otopteropus cartilagonodus,16.92,LC,Herbivore,CHIROPTERA
Ototylomys phyllotis,86.94,LC,Herbivore,RODENTIA
Ourebia ourebi,17186.09,LC,Herbivore,CETARTIODACTYLA
Ovibos moschatus,312500,LC,Herbivore,CETARTIODACTYLA
Ovis ammon,113998.7,NT,Herbivore,CETARTIODACTYLA
Ovis canadensis,74644.87,LC,Herbivore,CETARTIODACTYLA
Ovis dalli,70194.13,LC,Herbivore,CETARTIODACTYLA
Ovis nivicola,90000,LC,Herbivore,CETARTIODACTYLA
Ovis orientalis,42500,VU,Herbivore,CETARTIODACTYLA
Oxymycterus amazonicus,63.27295218,LC,Omnivore,RODENTIA
Oxymycterus angularis,67.99,LC,Omnivore,RODENTIA
Oxymycterus caparoae,63.27295218,LC,Omnivore,RODENTIA
Oxymycterus dasytrichus,75.39976634,LC,Omnivore,RODENTIA
Oxymycterus delator,81.49,LC,Insectivore,RODENTIA
Oxymycterus hiska,67.99,LC,Insectivore,RODENTIA
Oxymycterus hispidus,36.75,LC,Omnivore,RODENTIA
Oxymycterus hucucha,67.99,EN,Insectivore,RODENTIA
Oxymycterus inca,34.99,LC,Omnivore,RODENTIA
Oxymycterus josei,63.27295218,EN,Omnivore,RODENTIA
Oxymycterus nasutus,67.99,LC,Omnivore,RODENTIA
Oxymycterus paramensis,41.99,LC,Insectivore,RODENTIA
Oxymycterus quaestor,46.25861204,LC,Omnivore,RODENTIA
Oxymycterus roberti,83.71,LC,Omnivore,RODENTIA
Oxymycterus rufus,82.01,LC,Omnivore,RODENTIA
Ozotoceros bezoarticus,34620.4,NT,Herbivore,CETARTIODACTYLA
Pachyuromys duprasi,47.5,LC,Insectivore,RODENTIA
Paguma larvata,4300,LC,Omnivore,CARNIVORA
Palawanomys furvus,141.0605074,LC,Omnivore,RODENTIA
Pan paniscus,35119.95,EN,Herbivore,PRIMATES
Pan troglodytes,45000,EN,Herbivore,PRIMATES
Panthera leo,158623.9,VU,Carnivore,CARNIVORA
Panthera onca,83943.09,NT,Carnivore,CARNIVORA
Panthera pardus,52399.99,VU,Carnivore,CARNIVORA
Panthera tigris,161914.7,EN,Carnivore,CARNIVORA
Panthera uncia,41000,VU,Carnivore,CARNIVORA
Pantholops hodgsonii,32733.12,NT,Herbivore,CETARTIODACTYLA
Papagomys armandvillei,8800,NT,Omnivore,RODENTIA
Papio anubis,17728.56,LC,Omnivore,PRIMATES
Papio cynocephalus,15822.15,LC,Carnivore,PRIMATES
Papio hamadryas,14007.08,LC,Omnivore,PRIMATES
Papio papio,18026.05,NT,Omnivore,PRIMATES
Papio ursinus,17729.44,LC,Insectivore,PRIMATES
Pappogeomys bulleri,150,LC,Herbivore,RODENTIA
Paracrocidura graueri,10.16867028,DD,Omnivore,EULIPOTYPHLA
Paracrocidura maxima,8.157340556,NT,Omnivore,EULIPOTYPHLA
Paracrocidura schoutedeni,12.18,LC,Omnivore,EULIPOTYPHLA
Paracynictis selousi,1669.72,LC,Carnivore,CARNIVORA
Paradipus ctenodactylus,140,LC,Herbivore,RODENTIA
Paradoxurus hermaphroditus,3200,LC,Omnivore,CARNIVORA
Paradoxurus jerdoni,3530.33,LC,Herbivore,CARNIVORA
Paradoxurus zeylonensis,2821.3,LC,Omnivore,CARNIVORA
Paraechinus aethiopicus,352.4,LC,Insectivore,EULIPOTYPHLA
Paraechinus hypomelas,213,LC,Insectivore,EULIPOTYPHLA
Paraechinus micropus,171,LC,Omnivore,EULIPOTYPHLA
Paraechinus nudiventris,245.4666667,LC,Insectivore,EULIPOTYPHLA
Parahydromys asper,526.66,LC,Insectivore,RODENTIA
Paraleptomys rufilatus,54.99,EN,Omnivore,RODENTIA
Paraleptomys wilhelmina,33.68,DD,Omnivore,RODENTIA
Paramelomys gressitti,97.25428571,EN,Herbivore,RODENTIA
Paramelomys levipes,82.81,LC,Herbivore,RODENTIA
Paramelomys lorentzii,150,LC,Herbivore,RODENTIA
Paramelomys mollis,90.05,LC,Herbivore,RODENTIA
Paramelomys moncktoni,80.56,LC,Herbivore,RODENTIA
Paramelomys naso,144.6,LC,Herbivore,RODENTIA
Paramelomys platyops,85.6,LC,Herbivore,RODENTIA
Paramelomys rubex,47.16,LC,Herbivore,RODENTIA
Paramelomys steini,97.25428571,DD,Herbivore,RODENTIA
Parantechinus apicalis,71.31,EN,Insectivore,DASYUROMORPHIA
Paranyctimene raptor,24.94,LC,Herbivore,CHIROPTERA
Paranyctimene tenax,24.94,LC,Herbivore,CHIROPTERA
Parascalops breweri,51.11,LC,Insectivore,EULIPOTYPHLA
Parascaptor leucura,45.604,LC,Insectivore,EULIPOTYPHLA
Paraxerus alexandri,50.73,LC,Omnivore,RODENTIA
Paraxerus boehmi,70.24,LC,Omnivore,RODENTIA
Paraxerus cepapi,222.85,LC,Omnivore,RODENTIA
Paraxerus cooperi,250,DD,Omnivore,RODENTIA
Paraxerus flavovittis,160,LC,Omnivore,RODENTIA
Paraxerus lucifer,692.45,DD,Omnivore,RODENTIA
Paraxerus ochraceus,104.3,LC,Omnivore,RODENTIA
Paraxerus palliatus,365.37,LC,Omnivore,RODENTIA
Paraxerus poensis,100,LC,Omnivore,RODENTIA
Paraxerus vexillarius,675,NT,Omnivore,RODENTIA
Paraxerus vincenti,246.4344257,EN,Omnivore,RODENTIA
Pardofelis marmorata,2826.68,NT,Carnivore,CARNIVORA
Parotomys brantsii,129.5,LC,Herbivore,RODENTIA
Parotomys littledalei,126.99,LC,Herbivore,RODENTIA
Paruromys dominator,325.31,LC,Herbivore,RODENTIA
Pattonomys occasius,300,DD,Herbivore,RODENTIA
Pattonomys semivillosus,300,LC,Herbivore,RODENTIA
Paulamys naso,122,EN,Omnivore,RODENTIA
Pecari tajacu,21133.69,LC,Omnivore,CETARTIODACTYLA
Pectinator spekei,169.7,LC,Herbivore,RODENTIA
Pedetes capensis,2549.25,LC,Herbivore,RODENTIA
Pedetes surdaster,3155.005,LC,Herbivore,RODENTIA
Pelea capreolus,22731.33,NT,Herbivore,CETARTIODACTYLA
Pelomys campanae,63.85388804,LC,Herbivore,RODENTIA
Pelomys fallax,120.46,LC,Herbivore,RODENTIA
Pelomys hopkinsi,73.57347201,DD,Herbivore,RODENTIA
Pelomys isseli,59.99,NT,Herbivore,RODENTIA
Pelomys minor,49.99,LC,Herbivore,RODENTIA
Pentalagus furnessi,2253.25,EN,Herbivore,LAGOMORPHA
Penthetor lucasi,35.39,LC,Herbivore,CHIROPTERA
Perameles bougainville,230.8,VU,Omnivore,PERAMELEMORPHIA
Perameles gunnii,903.46,VU,Omnivore,PERAMELEMORPHIA
Perameles nasuta,720.26,LC,Omnivore,PERAMELEMORPHIA
Perodicticus potto,1081.81,LC,Omnivore,PRIMATES
Perognathus amplus,11.97,LC,Omnivore,RODENTIA
Perognathus fasciatus,11.29,LC,Omnivore,RODENTIA
Perognathus flavescens,9.21,LC,Omnivore,RODENTIA
Perognathus flavus,7.97,LC,Omnivore,RODENTIA
Perognathus inornatus,10.16,LC,Herbivore,RODENTIA
Perognathus longimembris,8.07,LC,Omnivore,RODENTIA
Perognathus merriami,6.94,LC,Omnivore,RODENTIA
Perognathus parvus,21.56,LC,Omnivore,RODENTIA
Peromyscus attwateri,27.9,LC,Omnivore,RODENTIA
Peromyscus aztecus,34,LC,Insectivore,RODENTIA
Peromyscus beatae,26,LC,Insectivore,RODENTIA
Peromyscus boylii,23.9,LC,Omnivore,RODENTIA
Peromyscus bullatus,40,CR,Omnivore,RODENTIA
Peromyscus californicus,42.68,LC,Omnivore,RODENTIA
Peromyscus caniceps,18,CR,Omnivore,RODENTIA
Peromyscus crinitus,16.32,LC,Omnivore,RODENTIA
Peromyscus dickeyi,28.6,CR,Omnivore,RODENTIA
Peromyscus difficilis,27.95,LC,Omnivore,RODENTIA
Peromyscus eremicus,22.73,LC,Omnivore,RODENTIA
Peromyscus eva,21.99,LC,Omnivore,RODENTIA
Peromyscus fraterculus,16,LC,Omnivore,RODENTIA
Peromyscus furvus,32.99,DD,Omnivore,RODENTIA
Peromyscus gossypinus,27.68,LC,Omnivore,RODENTIA
Peromyscus grandis,71,NT,Omnivore,RODENTIA
Peromyscus gratus,27.35,LC,Omnivore,RODENTIA
Peromyscus guatemalensis,40,LC,Omnivore,RODENTIA
Peromyscus gymnotis,40,LC,Omnivore,RODENTIA
Peromyscus hooperi,35.99,LC,Omnivore,RODENTIA
Peromyscus hylocetes,34,LC,Omnivore,RODENTIA
Peromyscus interparietalis,28,CR,Omnivore,RODENTIA
Peromyscus keeni,28.25,LC,Omnivore,RODENTIA
Peromyscus leucopus,18.07,LC,Omnivore,RODENTIA
Peromyscus levipes,20,LC,Omnivore,RODENTIA
Peromyscus madrensis,40.75051847,EN,Omnivore,RODENTIA
Peromyscus maniculatus,19.98,LC,Herbivore,RODENTIA
Peromyscus mayensis,46.25861204,CR,Omnivore,RODENTIA
Peromyscus megalops,66.2,LC,Omnivore,RODENTIA
Peromyscus mekisturus,59.99,CR,Omnivore,RODENTIA
Peromyscus melanocarpus,58.9,EN,Omnivore,RODENTIA
Peromyscus melanophrys,40,LC,Herbivore,RODENTIA
Peromyscus melanotis,39.59,LC,Omnivore,RODENTIA
Peromyscus melanurus,40,EN,Omnivore,RODENTIA
Peromyscus merriami,40,LC,Omnivore,RODENTIA
Peromyscus mexicanus,42.58,LC,Omnivore,RODENTIA
Peromyscus nasutus,28,LC,Omnivore,RODENTIA
Peromyscus ochraventer,40,EN,Omnivore,RODENTIA
Peromyscus pectoralis,38.99,LC,Omnivore,RODENTIA
Peromyscus perfulvus,40,LC,Omnivore,RODENTIA
Peromyscus polionotus,14.27,LC,Omnivore,RODENTIA
Peromyscus polius,40,NT,Omnivore,RODENTIA
Peromyscus pseudocrinitus,21.24097877,CR,Omnivore,RODENTIA
Peromyscus sagax,33.99032099,DD,Omnivore,RODENTIA
Peromyscus schmidlyi,33.99032099,LC,Omnivore,RODENTIA
Peromyscus sejugis,21.5,EN,Omnivore,RODENTIA
Peromyscus simulus,40,VU,Omnivore,RODENTIA
Peromyscus slevini,46.25861204,CR,Omnivore,RODENTIA
Peromyscus spicilegus,35.99,LC,Omnivore,RODENTIA
Peromyscus stephani,46.25861204,CR,Omnivore,RODENTIA
Peromyscus stirtoni,29.19,LC,Omnivore,RODENTIA
Peromyscus truei,27,LC,Omnivore,RODENTIA
Peromyscus winkelmanni,40,EN,Omnivore,RODENTIA
Peromyscus yucatanicus,27.13,LC,Omnivore,RODENTIA
Peromyscus zarhynchus,40,VU,Omnivore,RODENTIA
Peropteryx kappleri,9.85,LC,Insectivore,CHIROPTERA
Peropteryx leucoptera,6.573333333,LC,Insectivore,CHIROPTERA
Peropteryx macrotis,5.68,LC,Insectivore,CHIROPTERA
Peropteryx trinitatis,4.19,DD,Insectivore,CHIROPTERA
Peroryctes broadbenti,4800,EN,Herbivore,PERAMELEMORPHIA
Peroryctes raffrayana,905.63,LC,Herbivore,PERAMELEMORPHIA
Petaurillus emiliae,54.715,DD,Herbivore,RODENTIA
Petaurillus hosei,78.5,DD,Herbivore,RODENTIA
Petaurillus kinlochii,30.93,DD,Herbivore,RODENTIA
Petaurista alborufus,1501.95,LC,Omnivore,RODENTIA
Petaurista elegans,1040,LC,Omnivore,RODENTIA
Petaurista leucogenys,1150,LC,Omnivore,RODENTIA
Petaurista magnificus,1475.49,LC,Omnivore,RODENTIA
Petaurista nobilis,2710,NT,Omnivore,RODENTIA
Petaurista petaurista,1533.84,LC,Omnivore,RODENTIA
Petaurista philippensis,1675.83,LC,Omnivore,RODENTIA
Petaurista xanthotis,1900,LC,Herbivore,RODENTIA
Petauroides volans,1257.17,VU,Herbivore,DIPROTODONTIA
Petaurus abidi,278,CR,Omnivore,DIPROTODONTIA
Petaurus australis,567.15,NT,Omnivore,DIPROTODONTIA
Petaurus biacensis,90.98,LC,Omnivore,DIPROTODONTIA
Petaurus breviceps,120.76,LC,Omnivore,DIPROTODONTIA
Petaurus gracilis,360.63,EN,Herbivore,DIPROTODONTIA
Petaurus norfolcensis,230,LC,Omnivore,DIPROTODONTIA
Petinomys crinitus,113,LC,Herbivore,RODENTIA
Petinomys fuscocapillus,794.5,LC,Herbivore,RODENTIA
Petinomys genibarbis,108.81,VU,Herbivore,RODENTIA
Petinomys hageni,228.3068032,DD,Herbivore,RODENTIA
Petinomys lugens,433,VU,Herbivore,RODENTIA
Petinomys mindanensis,246.4344257,LC,Herbivore,RODENTIA
Petinomys setosus,43.85,VU,Herbivore,RODENTIA
Petinomys vordermanni,36.87,VU,Herbivore,RODENTIA
Petrodromus tetradactylus,201,LC,Insectivore,MACROSCELIDEA
Petrogale assimilis,4618.88,LC,Herbivore,DIPROTODONTIA
Petrogale brachyotis,4012.01,LC,Herbivore,DIPROTODONTIA
Petrogale burbidgei,1258,NT,Herbivore,DIPROTODONTIA
Petrogale coenensis,4644.155385,NT,Herbivore,DIPROTODONTIA
Petrogale concinna,1398.2,EN,Herbivore,DIPROTODONTIA
Petrogale godmani,4750,NT,Herbivore,DIPROTODONTIA
Petrogale herberti,5150,LC,Herbivore,DIPROTODONTIA
Petrogale inornata,4555.52,LC,Herbivore,DIPROTODONTIA
Petrogale lateralis,4567.88,VU,Herbivore,DIPROTODONTIA
Petrogale mareeba,4644.155385,NT,Herbivore,DIPROTODONTIA
Petrogale penicillata,6931.6,VU,Herbivore,DIPROTODONTIA
Petrogale persephone,5585.63,EN,Herbivore,DIPROTODONTIA
Petrogale purpureicollis,4500,NT,Herbivore,DIPROTODONTIA
Petrogale rothschildi,4546.31,LC,Herbivore,DIPROTODONTIA
Petrogale sharmani,4644.155385,VU,Herbivore,DIPROTODONTIA
Petrogale xanthopus,8499.99,NT,Herbivore,DIPROTODONTIA
Petromus typicus,224,LC,Herbivore,RODENTIA
Petromyscus barbouri,4.010694547,LC,Omnivore,RODENTIA
Petromyscus collinus,20,LC,Omnivore,RODENTIA
Petromyscus monticularis,20.72,LC,Omnivore,RODENTIA
Petromyscus shortridgei,46.5,LC,Omnivore,RODENTIA
Petropseudes dahli,1877.03,LC,Herbivore,DIPROTODONTIA
Phacochoerus aethiopicus,75607.52,LC,Herbivore,CETARTIODACTYLA
Phacochoerus africanus,82499.99,LC,Herbivore,CETARTIODACTYLA
Phaenomys ferrugineus,93.8,VU,Omnivore,RODENTIA
Phaiomys leucurus,50.70642739,LC,Omnivore,RODENTIA
Phalanger alexandrae,1861.968182,EN,Omnivore,DIPROTODONTIA
Phalanger carmelitae,1820.88,LC,Omnivore,DIPROTODONTIA
Phalanger gymnotis,2597.89,LC,Omnivore,DIPROTODONTIA
Phalanger intercastellanus,1747.5,LC,Omnivore,DIPROTODONTIA
Phalanger lullulae,1632.5,EN,Herbivore,DIPROTODONTIA
Phalanger matabiru,1861.968182,VU,Omnivore,DIPROTODONTIA
Phalanger matanim,1442.38,CR,Omnivore,DIPROTODONTIA
Phalanger mimicus,1747.5,LC,Omnivore,DIPROTODONTIA
Phalanger orientalis,2487.5,LC,Omnivore,DIPROTODONTIA
Phalanger ornatus,1787.5,LC,Omnivore,DIPROTODONTIA
Phalanger rothschildi,1365,LC,Omnivore,DIPROTODONTIA
Phalanger sericeus,2003,LC,Omnivore,DIPROTODONTIA
Phalanger vestitus,1850,LC,Omnivore,DIPROTODONTIA
Phaner electromontis,460,EN,Omnivore,PRIMATES
Phaner furcifer,409.87,VU,Omnivore,PRIMATES
Phaner pallescens,460,EN,Omnivore,PRIMATES
Phaner parienti,460,EN,Omnivore,PRIMATES
Pharotis imogene,10.17892383,CR,Insectivore,CHIROPTERA
